before,dragon_rider,after,length,color
PPPPPP,BBBBBBPPPBBBBB,PPBPPP,11,B
BPBBPB,PPPPPBPPPPP,BPPPBB,10,P
PPPPBB,PPPPPBPPPPP,BBBPPB,10,P
PPBPBP,BBBBBPBBBBB,PBPBBB,10,B
BBPBBP,BBBBBPPBBBBB,PBBPPB,10,B
PPPPPP,BBBBBBPBBBBBB,PBBBBB,12,B
PPBPBB,PPPPPBPPPPPP,BBPBBP,11,P
PBPPPP,BBBBBPBBBBBBB,PBPPBB,12,B
PPPPBP,BBBBBBPBBBBB,PBBBPP,11,B
PPBBPB,PPPPPBPPPPPPP,BPPBBP,12,P
BPPPPP,BBBBBPPBBBBB,PPBPPP,10,B
BBPBBP,BBBBBBBBBPPBBBBB,PPBPBB,14,B
PBPPBP,BBBBBBBPBBBBBB,PPBPBP,13,B
PBBPBP,BBBBBBBBPBBBBBB,PBBPBB,14,B
PBBPPB,PPPPPBBPPPPP,BBPPPP,10,P
BBPPBB,PPPPPPPPBBPPPPPPPPPP,BBPBPP,18,P
BBPPPB,PPPPPPPBPPPPPPP,BBPBPB,14,P
BBPPBB,PPPPPPBPPPPP,BPBBBB,11,P
PPBPBB,PPPPPPBBBPPPPP,BBBPPB,11,P
PBPBBP,BBBBBBBPBBBBB,PPPPPP,12,B
PBBPPP,BBBBBPPBBBBB,PBBPPB,10,B
PPBBPB,PPPPPPBBBPPPPPP,BBPPPB,12,P
PBPBPP,BBBBBPBBBBBB,PPPPBP,11,B
BBBPPB,PPPPPBBPPPPPP,BBBPBP,11,P
BBPBBB,PPPPPPPBPPPPPP,BBBBBP,13,P
BPPBBB,PPPPPBBBPPPPPPP,BBPBBP,12,P
BBPBBP,BBBBBBPBBBBBBBBBB,PBBPBP,16,B
BBBPPB,PPPPPPBPPPPPPPP,BPPPBB,14,P
BPBBBB,PPPPPPBBBPPPPP,BPPBPB,11,P
PBPPPP,BBBBBPPPBBBBB,PBBBPP,10,B
PBPPBP,BBBBBBPBBBBBB,PBPBPB,12,B
PBPPBP,BBBBBBPBBBBBB,PBPBPB,12,B
PBBBBB,PPPPPBPPPPPP,BBPBBP,11,P
PBPPBB,PPPPPBPPPPPP,BBBPBP,11,P
BBBBBB,PPPPPPBBPPPPP,BPBBBB,11,P
BPBPBP,BBBBBBPBBBBB,PBBBBP,11,B
BBPPPP,BBBBBPPPBBBBB,PPPBBB,10,B
BPPPBP,BBBBBBPBBBBB,PPPPPP,11,B
PPBBPP,BBBBBBPBBBBBBBBB,PBBPBP,15,B
BPBPPB,PPPPPPBPPPPP,BBPBPP,11,P
BBPPPB,PPPPPBPPPPPP,BPBBBP,11,P
PPBPBP,BBBBBBBBPPBBBBBB,PPBPPP,14,B
BPPPBB,PPPPPPBPPPPP,BBBPBB,11,P
PPBPBP,BBBBBPBBBBBBB,PPPBPB,12,B
PBBPPB,PPPPPBPPPPPPP,BPPBPP,12,P
PPBPBP,BBBBBPBBBBBBB,PBBBPB,12,B
PPPBBB,PPPPPPPBPPPPP,BPPBPB,12,P
BPPBPP,BBBBBPPBBBBB,PBPPBP,10,B
PBPPPP,BBBBBBPBBBBBBBBB,PBPBBP,15,B
BBPBBB,PPPPPBBPPPPP,BPPPPB,10,P
PBBBBP,BBBBBBPBBBBB,PPPPPB,11,B
BBBBPP,BBBBBPBBBBB,PBBPPP,10,B
BPPPPP,BBBBBPPBBBBBB,PBBPBP,11,B
PPPPBP,BBBBBBPBBBBBBBBBB,PBBBBB,16,B
BBBBBP,BBBBBBBPBBBBB,PPBPPP,12,B
BBPPBP,BBBBBBPPPBBBBBB,PBBBPB,12,B
BBPPPB,PPPPPBPPPPPPP,BPBPPB,12,P
BBBBPB,PPPPPPPBBBPPPPPP,BBPBPB,13,P
BBPBPP,BBBBBBPBBBBB,PBPPPB,11,B
PBPPPB,PPPPPBPPPPPP,BPBBBP,11,P
BPBPPP,BBBBBBBPBBBBB,PPPBPB,12,B
BPBPPB,PPPPPBBPPPPP,BPPBBP,10,P
PPBPPB,PPPPPPBBPPPPPP,BPPBPB,12,P
BBBBPB,PPPPPPPPPPBPPPPPP,BPBBBP,16,P
BBBPPB,PPPPPPBBPPPPPP,BPPBBP,12,P
PBBPBB,PPPPPBBPPPPP,BPBPPP,10,P
PPBPBB,PPPPPBBPPPPPP,BBPPPB,11,P
BBBPPB,PPPPPBPPPPP,BPBBBB,10,P
BPPPPP,BBBBBBPPPBBBBBBBB,PBPBPB,14,B
PBPPPP,BBBBBBPBBBBB,PBPBPP,11,B
BBBBPP,BBBBBBPBBBBB,PPPPBB,11,B
PBPBPB,PPPPPPPBPPPPPPP,BBPPBB,14,P
PPPPBB,PPPPPPPBPPPPP,BPBBPP,12,P
PBPBBP,BBBBBPPBBBBBBB,PBPPPB,12,B
BBPPBP,BBBBBBBBBPPPBBBBB,PPPPBB,14,B
BBBPBP,BBBBBPPBBBBB,PPBPPP,10,B
PPPPPP,BBBBBBBPBBBBBB,PBPPPP,13,B
PPPBPB,PPPPPPBPPPPPP,BPPPBP,12,P
PPPBBB,PPPPPBBPPPPP,BPBPBP,10,P
PPBPPB,PPPPPBPPPPP,BBPPBP,10,P
BBPBBB,PPPPPPPBPPPPP,BPBBBB,12,P
PPPPBP,BBBBBPBBBBBB,PBPPPB,11,B
BPBPBB,PPPPPPBPPPPPP,BPPPBB,12,P
BBPBPB,PPPPPBBPPPPPPPPPPPPPPPP,BBBPPB,21,P
BPPBPB,PPPPPBBPPPPP,BBPBPP,10,P
BBPBBB,PPPPPBBPPPPP,BBBPPB,10,P
BPBPPP,BBBBBPPBBBBB,PBPPBP,10,B
PPBBBB,PPPPPBPPPPPPPP,BBPBBB,13,P
BBPBPB,PPPPPBBBPPPPP,BPBPBB,10,P
PPPBBB,PPPPPPPBPPPPPP,BPBPBP,13,P
PPPPBP,BBBBBBPPBBBBB,PPBPPB,11,B
PPBPPB,PPPPPPBPPPPPPP,BBPBBB,13,P
BPBBPP,BBBBBBPBBBBB,PBPPPP,11,B
PPBBBB,PPPPPBBBPPPPPP,BBPBPB,11,P
PBPPBP,BBBBBBBPPBBBBBB,PBBBPP,13,B
BBPBBP,BBBBBBPBBBBBB,PBBBBB,12,B
PBBPPP,BBBBBPPPBBBBB,PPPBBB,10,B
PPBPBP,BBBBBBPBBBBB,PPBPBB,11,B
BBBPBP,BBBBBBPBBBBB,PBBBBP,11,B
PBPBPP,BBBBBBPBBBBBBBB,PBPPBB,14,B
BBPBPB,PPPPPPBPPPPP,BBBPBP,11,P
BBBPPB,PPPPPPPPBPPPPPP,BPBBBB,14,P
PBPPPB,PPPPPPBPPPPP,BBBBBB,11,P
PBBPBP,BBBBBBBPBBBBBBBB,PBBPBB,15,B
PPBPBP,BBBBBBPBBBBBBBB,PBPBPP,14,B
PPBBBP,BBBBBPBBBBB,PBBBPP,10,B
PBBPBB,PPPPPBPPPPPP,BPBBPB,11,P
BPPBBB,PPPPPPBPPPPPP,BPBPPP,12,P
BPBPPB,PPPPPPBBPPPPPP,BPBBPP,12,P
BPPBPP,BBBBBPPBBBBBB,PBPPPP,11,B
PPPBBP,BBBBBPPPBBBBB,PPBBPB,10,B
BBPBBB,PPPPPBBPPPPP,BPBBPP,10,P
PPBBBB,PPPPPPPPBPPPPP,BPBBPB,13,P
PPPPBP,BBBBBPPBBBBB,PBBPPB,10,B
BBBBPP,BBBBBPPBBBBB,PPPBBP,10,B
BBBPPP,BBBBBBBPBBBBB,PBBPPP,12,B
PPPPBP,BBBBBPPPBBBBBB,PPPBPB,11,B
BPBBBP,BBBBBPPPBBBBB,PBBBPP,10,B
BBPPPP,BBBBBBBPPBBBBB,PPPPBB,12,B
PBBPBB,PPPPPBBPPPPPPPP,BPBBBP,13,P
PBPBBB,PPPPPBPPPPPP,BPBPBP,11,P
PBBBBP,BBBBBPPBBBBB,PPPBBP,10,B
BPPPBB,PPPPPPPBBPPPPP,BPBBBB,12,P
BPBPPP,BBBBBBPPBBBBB,PPPPBB,11,B
PPBBBB,PPPPPBBBPPPPP,BPBBPB,10,P
BPPPPP,BBBBBBBBPPPBBBBB,PPBBPB,13,B
BBPPBP,BBBBBPPBBBBB,PBBPBP,10,B
BPPBBP,BBBBBBBBBPPPBBBBB,PPBBBP,14,B
BBBBPB,PPPPPPPBPPPPP,BBBBBP,12,P
PPPBBB,PPPPPPBBBPPPPPP,BBPPPP,12,P
BPPPPP,BBBBBPBBBBB,PBPBBB,10,B
BPBPBP,BBBBBPBBBBB,PPPBBB,10,B
PBPBBP,BBBBBBPBBBBB,PBBPBP,11,B
BBPPBP,BBBBBPBBBBB,PBPBBP,10,B
PBPPBP,BBBBBPBBBBBB,PBPPBP,11,B
PPPBPP,BBBBBBBPBBBBB,PBPPPP,12,B
PBBPPP,BBBBBBBPBBBBBB,PBBBBB,13,B
PBBPPP,BBBBBBBPPPBBBBB,PPPBBP,12,B
PPPPPP,BBBBBPBBBBB,PBBBPB,10,B
BBPBBB,PPPPPBPPPPPP,BBBBBB,11,P
BPPBPP,BBBBBBPPPBBBBBB,PBPBBB,12,B
BBPBPP,BBBBBBPBBBBBBBB,PBBBPP,14,B
BBPBPB,PPPPPBBBPPPPPP,BPPPBB,11,P
PBBPBB,PPPPPBPPPPP,BPPBBP,10,P
BBPBPP,BBBBBBPPBBBBBB,PPBPPB,12,B
BPBPBP,BBBBBPBBBBBB,PPPBPB,11,B
PBBBPP,BBBBBPBBBBB,PBPBPB,10,B
PPPPPP,BBBBBBPPBBBBB,PBPPPP,11,B
BPPPPB,PPPPPPBBPPPPPPPPPPP,BBBPBB,17,P
PBPBPB,PPPPPPPPPPPBPPPPPP,BPBBBB,17,P
PPPPBP,BBBBBPPBBBBBBBBBBBB,PBPBPP,17,B
BBPPBB,PPPPPPBBBPPPPP,BBPBBB,11,P
BPPPBB,PPPPPBBPPPPP,BPPPPP,10,P
BBBBBB,PPPPPPPBPPPPP,BPBBBB,12,P
PBPPPB,PPPPPBPPPPPP,BPBBPP,11,P
BPBBBP,BBBBBPPBBBBBB,PPBPPP,11,B
BPBBBB,PPPPPPPBBBPPPPPPP,BBPBPP,14,P
PPBBPB,PPPPPPBBPPPPP,BBBPBB,11,P
PBPBPP,BBBBBBPBBBBB,PBPPPP,11,B
BPPPPP,BBBBBBPBBBBBB,PPPBBB,12,B
PBBBBB,PPPPPBPPPPPPP,BPBBBB,12,P
PPBPBB,PPPPPPBBBPPPPP,BPPPPP,11,P
BPPBPB,PPPPPBBPPPPP,BPPBPP,10,P
PBBBBB,PPPPPPPPPBPPPPPP,BBPPPP,15,P
PBBBBP,BBBBBPPBBBBB,PPBPBP,10,B
PBBBPB,PPPPPPBPPPPP,BPBPBP,11,P
PPPPBP,BBBBBPBBBBBB,PBBBBB,11,B
BBBPBP,BBBBBPBBBBB,PBPPBP,10,B
BBBPBP,BBBBBPBBBBB,PBPPBP,10,B
PBPBBP,BBBBBBBBBBPBBBBB,PPPBPB,15,B
BPPPPB,PPPPPBPPPPPPP,BBPBBP,12,P
PPPBPP,BBBBBPPPBBBBB,PBBPBB,10,B
PPBPBP,BBBBBBPPBBBBBB,PBPPBB,12,B
PBPPBP,BBBBBBPBBBBBB,PPBPBP,12,B
BBBPPP,BBBBBBPPPBBBBB,PPBBPB,11,B
BBPBPB,PPPPPPPPPBPPPPP,BPPPPP,14,P
PPPBPP,BBBBBPBBBBB,PPPPBB,10,B
BPPPBB,PPPPPBPPPPP,BPBPBP,10,P
BBBBPP,BBBBBPBBBBB,PPPPPP,10,B
PBPPBB,PPPPPBPPPPP,BBBBPP,10,P
PBPBPP,BBBBBPPBBBBBB,PPPBPP,11,B
PPBPPP,BBBBBBPBBBBBBB,PPBBBB,13,B
BPPBBP,BBBBBPBBBBB,PBPBBP,10,B
PBBPPB,PPPPPBPPPPP,BBPPBP,10,P
PPPBBP,BBBBBBPPPBBBBB,PPPBBB,11,B
BBBPBB,PPPPPPPPBPPPPPP,BBPPBP,14,P
BPPPBP,BBBBBBBPPBBBBB,PBPPPB,12,B
PBBBPB,PPPPPPPPBPPPPPPPPP,BBPPPB,17,P
BBPBBP,BBBBBPPBBBBB,PPPBPP,10,B
BBPBBP,BBBBBPPBBBBB,PPPBPP,10,B
BBPBBP,BBBBBBBBBBPBBBBB,PBBPPP,15,B
BPBBPB,PPPPPPBBBPPPPP,BBPPPB,11,P
BPBBBB,PPPPPPPPPPBBPPPPPPP,BPBBPB,17,P
PBBBPP,BBBBBPPPBBBBB,PPPBPB,10,B
BPPBBP,BBBBBBBBPPPBBBBB,PBBPBB,13,B
PPPBPB,PPPPPBPPPPPPP,BBPBBP,12,P
BBPBBP,BBBBBPBBBBB,PBBBPP,10,B
PBBBPP,BBBBBPBBBBB,PPPPPP,10,B
BPBBPB,PPPPPPPPPPPBBPPPPP,BPBPPP,16,P
PPBPBP,BBBBBPPPBBBBBBB,PPPPBP,12,B
PBPPBP,BBBBBPPBBBBBBBBBBB,PBPBPB,16,B
BBPBPB,PPPPPBPPPPP,BPBBPB,10,P
PPPBPB,PPPPPPBBPPPPPP,BBBPPB,12,P
BPPBPP,BBBBBBBPBBBBBBB,PPBPPB,14,B
BBPBBP,BBBBBBBBBPBBBBBB,PPPPPB,15,B
BBPBBB,PPPPPBBPPPPPPP,BBPPPP,12,P
BPBBBB,PPPPPBBPPPPPP,BBBPBP,11,P
BBPBBB,PPPPPBBPPPPP,BBPBBP,10,P
BPBPBB,PPPPPBPPPPPPP,BPPPPB,12,P
PPBBBP,BBBBBPBBBBB,PPPPBB,10,B
BBPPPP,BBBBBBBPBBBBB,PPBBPB,12,B
PBPBBB,PPPPPPBPPPPPPPPP,BBBPBB,15,P
PPBBBP,BBBBBPPPBBBBBB,PBPPPB,11,B
BPPPPB,PPPPPPBBPPPPPPPPPPP,BPBPBP,17,P
PPPPBB,PPPPPPBPPPPP,BPBPBB,11,P
PPPBPP,BBBBBPPPBBBBBBBB,PBPPPB,13,B
BPBPBP,BBBBBBPPPBBBBBB,PBBPBB,12,B
PPBBPB,PPPPPPPPPPBPPPPP,BBBPBP,15,P
BPBBPP,BBBBBPPBBBBB,PBBBPP,10,B
BPPBPB,PPPPPBBBPPPPPPPP,BBBBBB,13,P
PPPBPP,BBBBBBBBBBPPPBBBBB,PPPBBB,15,B
PBBBPB,PPPPPPBPPPPP,BPPPPP,11,P
PPPPPP,BBBBBBBBBBPPBBBBBB,PPBBBB,16,B
PPBBBB,PPPPPPBBPPPPPPPP,BBBBPP,14,P
PBPPBP,BBBBBPBBBBBB,PBPBBB,11,B
PBPBPP,BBBBBPBBBBB,PBBPPP,10,B
BBPBBB,PPPPPBPPPPP,BBBPPP,10,P
BPPBBB,PPPPPPPPBPPPPPPPPPPPPPP,BBPPPP,22,P
PPPPPP,BBBBBBPBBBBB,PPPBPP,11,B
PPBBPB,PPPPPPBBPPPPP,BBPPPP,11,P
BPPBPP,BBBBBBBBPPPBBBBBBB,PPPBPB,15,B
BPPBPP,BBBBBBPBBBBBBB,PBPBPP,13,B
BPBPBP,BBBBBPPPBBBBB,PPPPPP,10,B
PBBBBB,PPPPPPBBPPPPPPPPP,BBBBBB,15,P
PBBPPP,BBBBBBBBPPPBBBBB,PPPBBB,13,B
BBPBBP,BBBBBBPBBBBBBBBBBBB,PPBPBB,18,B
BBBBPB,PPPPPBPPPPP,BBBPBB,10,P
BPPPPP,BBBBBPBBBBB,PBPBBP,10,B
BPBBBB,PPPPPBBPPPPPPPPPP,BBBBBP,15,P
BPPPBB,PPPPPBBBPPPPP,BPBBPP,10,P
PPBPPB,PPPPPBPPPPP,BPPPPP,10,P
PPBBBP,BBBBBBBPPBBBBB,PBBBBP,12,B
PPBBPB,PPPPPPPBPPPPPPP,BPPBPP,14,P
BBBPBP,BBBBBPPPBBBBB,PBBBBP,10,B
BPPPBP,BBBBBPBBBBB,PPBPBP,10,B
PPBBBP,BBBBBBBBPPBBBBB,PPPPBB,13,B
PPBBBP,BBBBBBBBPPBBBBB,PPPPBB,13,B
BBPBPP,BBBBBPPPBBBBB,PPBBBP,10,B
PPPBPB,PPPPPBPPPPPPP,BPPBPP,12,P
PPBBPB,PPPPPBBBPPPPP,BPPBPP,10,P
PPBBBP,BBBBBBBBBPBBBBB,PBBBBB,14,B
PBPPPP,BBBBBBPPBBBBBBB,PPBPBP,13,B
BPBBBP,BBBBBBBBPBBBBBBBBB,PPBBBB,17,B
BPBPBP,BBBBBPPBBBBB,PBPBPP,10,B
PBBPPB,PPPPPBBBPPPPP,BBBBBB,10,P
PPBPPB,PPPPPPPPBBBPPPPPP,BPPBBB,14,P
BBPPPP,BBBBBBPBBBBB,PPBBBB,11,B
BPPBPP,BBBBBBBBBPBBBBB,PPPPPB,14,B
BPBBBB,PPPPPBBBPPPPP,BBBPPP,10,P
BBPBBP,BBBBBPPPBBBBBB,PPPBBB,11,B
PBPBPP,BBBBBBPPBBBBBBB,PPPBBB,13,B
BBPPBP,BBBBBPPBBBBBB,PPBPPB,11,B
PBBBBP,BBBBBBBBPPBBBBB,PBBPBB,13,B
BPBPBB,PPPPPPPPPPPPPPBPPPPP,BPPPPP,19,P
BBBPBB,PPPPPBBPPPPPPPP,BBBBPB,13,P
BBPBPB,PPPPPPPPPPBPPPPPPPPP,BBBBBB,19,P
PPPPPP,BBBBBBPPPBBBBB,PPPPBB,11,B
PPPPPP,BBBBBBPPBBBBBBBBB,PPPPPP,15,B
PPPPBP,BBBBBPPBBBBBBB,PBPBPP,12,B
BPPPPB,PPPPPPPBPPPPPPPPPPP,BBBBBB,18,P
BBPBBB,PPPPPPPBBBPPPPP,BBBPBP,12,P
BPPPBB,PPPPPPPPPPBBPPPPPPPP,BBBPBB,18,P
BPPPBB,PPPPPPBPPPPPP,BBPPPP,12,P
PPBBPB,PPPPPPBBPPPPPP,BBBPPB,12,P
BPPPBP,BBBBBPBBBBBB,PBPBPP,11,B
BPBPPB,PPPPPBBPPPPP,BPPPPP,10,P
BPBPPP,BBBBBBBBBBBBBBBPBBBBBBB,PBBBBB,22,B
BPPBPP,BBBBBBBBPBBBBB,PPPPBP,13,B
BPBBPP,BBBBBBBPBBBBB,PPPPBB,12,B
BPBPPP,BBBBBBPPBBBBBB,PPPPPB,12,B
PPPBBB,PPPPPBBPPPPPPPP,BBPBBP,13,P
BBPPBB,PPPPPBPPPPPP,BBBBPB,11,P
BBPBPB,PPPPPPPPBBPPPPP,BPBBPB,13,P
PPPPPP,BBBBBBBPPBBBBBB,PPBBPP,13,B
BBPPBP,BBBBBPBBBBBB,PPBBBB,11,B
PBPBPB,PPPPPBBBPPPPPPP,BBBPBP,12,P
BBBPPP,BBBBBBBBBBPBBBBBB,PPPPPB,16,B
PPBPPP,BBBBBPPPBBBBB,PPBBBB,10,B
PBBPBB,PPPPPPBPPPPP,BPBBBB,11,P
PBBPPB,PPPPPPPPPPPPBPPPPPP,BPBBPP,18,P
PPPPBP,BBBBBPPBBBBBB,PPBPPP,11,B
PBPBBB,PPPPPPPPPBPPPPP,BPPBPP,14,P
PBPPPB,PPPPPBBPPPPPPPP,BBBPBP,13,P
PBBPPP,BBBBBPBBBBBBB,PBPPPB,12,B
PPBBBP,BBBBBPBBBBBBB,PPBBPB,12,B
PBBBBP,BBBBBPBBBBB,PBBPBP,10,B
PPBBBP,BBBBBBBBPBBBBB,PBPPPB,13,B
PPBBPB,PPPPPPPPBPPPPP,BBBBPP,13,P
PBPBBB,PPPPPPBPPPPPPPPPPPP,BBBPPP,18,P
BPPPBP,BBBBBBBBPPPBBBBBBBB,PPPBBB,16,B
BBBBPB,PPPPPBPPPPP,BPPPPB,10,P
PBBBBP,BBBBBPPPBBBBB,PPBBBP,10,B
BPPBBP,BBBBBBPPPBBBBBB,PBBBPP,12,B
PBBBPP,BBBBBBBBBBBBBBPBBBBB,PBBBPP,19,B
BPPPPP,BBBBBBBPPBBBBB,PBBBPP,12,B
BBBPPP,BBBBBPPBBBBBB,PBBPPB,11,B
BPPBBB,PPPPPBBPPPPP,BPBBBB,10,P
BBPBPP,BBBBBBBPPBBBBB,PPPPPB,12,B
PPPBBP,BBBBBPBBBBB,PPPBPP,10,B
BPPBBP,BBBBBBBBPPPBBBBBB,PBBPPB,14,B
BBPBPB,PPPPPPPBPPPPPP,BBBBBB,13,P
BBPBBP,BBBBBBBBBBBBPPPBBBBBB,PPPBPB,18,B
PPPBPB,PPPPPBBPPPPPP,BPBPBP,11,P
BBPBBP,BBBBBPPPBBBBB,PBPBBB,10,B
PPBBPP,BBBBBBBPBBBBB,PPBPBP,12,B
BBBPBP,BBBBBBBPBBBBB,PBPPBP,12,B
PBPBBP,BBBBBBBBPPBBBBB,PBBBBP,13,B
BPPBPP,BBBBBPPPBBBBB,PPBPPP,10,B
PBBBBP,BBBBBBBPPPBBBBBB,PBBPBB,13,B
PBPPBP,BBBBBPBBBBB,PBBPPP,10,B
PPPPPP,BBBBBBPPBBBBBB,PBPBBB,12,B
PPBBBP,BBBBBPBBBBB,PBPPPB,10,B
PBBBPB,PPPPPPPPPPPPBBPPPPPPPPP,BBPPBP,21,P
BPPPPP,BBBBBPPBBBBB,PBPBPP,10,B
PPBBPP,BBBBBPBBBBBBB,PBPPBB,12,B
PBPPPP,BBBBBBBPBBBBB,PPPPBB,12,B
BBPPPP,BBBBBBPBBBBB,PBBBBP,11,B
PPPBPB,PPPPPBPPPPP,BPPBPB,10,P
BPBBBP,BBBBBBPPBBBBBB,PBBPPP,12,B
BBBBPB,PPPPPBPPPPPPPP,BBBBBB,13,P
BBPPPB,PPPPPPBBBPPPPPPPP,BBBBBP,14,P
PBPPPP,BBBBBBBBBPBBBBB,PPBBBB,14,B
BPPBPP,BBBBBBBPBBBBB,PBBBPP,12,B
PPPPPP,BBBBBPBBBBB,PPBPPP,10,B
PPBBBB,PPPPPPBBBPPPPP,BPPBPP,11,P
PBPPPP,BBBBBBBBPBBBBBB,PBBPPP,14,B
BBPPBB,PPPPPPBPPPPP,BBPPPP,11,P
PBBBBP,BBBBBBBBPPBBBBB,PPPPBB,13,B
PPBBPP,BBBBBPPBBBBB,PPBBBB,10,B
BBBPPB,PPPPPBPPPPPPP,BBPBBB,12,P
BPBBBB,PPPPPPBPPPPPP,BPPBPP,12,P
PPBBBB,PPPPPPBBPPPPPPP,BBBBBB,13,P
PPPPPP,BBBBBBPPPBBBBBBB,PPPPPP,13,B
BPPBBP,BBBBBBPPBBBBBBB,PPPPPB,13,B
BPPPPP,BBBBBBBBBBPBBBBBB,PBBPPP,16,B
BPBBBB,PPPPPBBBPPPPPP,BPBBPB,11,P
BBBBPB,PPPPPBBBPPPPPP,BBBBBP,11,P
BPBBPP,BBBBBPPPBBBBB,PBBBBP,10,B
BBPPBP,BBBBBBBPBBBBBBB,PPBBBB,14,B
BBBBPP,BBBBBBPBBBBB,PBBPPP,11,B
BPPPPP,BBBBBPPBBBBB,PBBPBB,10,B
PBBPBB,PPPPPPPPPBPPPPP,BPPPPP,14,P
BPBBBB,PPPPPBPPPPP,BBPPBB,10,P
BBBPPP,BBBBBPPBBBBB,PPPPPB,10,B
BPPBBB,PPPPPBPPPPP,BPBBPP,10,P
PBBBBP,BBBBBBBBBPPBBBBBBB,PPBBPP,16,B
PBPBBB,PPPPPPBPPPPPP,BPPBPB,12,P
BPPPBP,BBBBBPPBBBBB,PBPPPB,10,B
BPPPBB,PPPPPPPPPPPBPPPPP,BBBPPP,16,P
BBPPPB,PPPPPBPPPPP,BBPPPB,10,P
BBBPBB,PPPPPPBPPPPPP,BBPPBB,12,P
PBPBBP,BBBBBBPPPBBBBB,PPPPPB,11,B
BBPBBB,PPPPPPPPPBBPPPPPPP,BBPBPB,16,P
PPBPPP,BBBBBPBBBBB,PBPBPP,10,B
PPBBPB,PPPPPBBBPPPPP,BBBBPB,10,P
PBBBBP,BBBBBPPPBBBBBBBBB,PPBPPB,14,B
PBBPPP,BBBBBBPBBBBBB,PPBBBP,12,B
PPPBPP,BBBBBBPPPBBBBBBB,PPBBPP,13,B
BBBBPB,PPPPPBPPPPPP,BPPPBB,11,P
PBPBBB,PPPPPPBPPPPPP,BBPPBB,12,P
BPBBPP,BBBBBPBBBBBB,PPBBPP,11,B
BPBPPB,PPPPPBBBPPPPPP,BBPPPB,11,P
PPBBBB,PPPPPBBPPPPPP,BBBBPP,11,P
BBPPPP,BBBBBBBBBBBBBBBPBBBBBBB,PPBBBB,22,B
BPBPBB,PPPPPPPPBBBPPPPP,BBPPBB,13,P
BBPBBP,BBBBBPBBBBB,PPPPBP,10,B
PPPBBP,BBBBBBBBPBBBBBB,PBBPBP,14,B
BBPBBP,BBBBBBPBBBBBBB,PPPPBP,13,B
BPPPPB,PPPPPBBPPPPPPP,BBPPPP,12,P
PPPPPP,BBBBBBBBBBPPBBBBBB,PPPPPP,16,B
BPBBBP,BBBBBBBBPPBBBBBBBBB,PBPBPB,17,B
BBBPBP,BBBBBBBPPBBBBBB,PBBBBP,13,B
PPBPBP,BBBBBBBBPPPBBBBB,PPPPBP,13,B
PBPBBP,BBBBBBPBBBBBBB,PPPPPP,13,B
BPBBPP,BBBBBBBBPBBBBBBBB,PBBBBB,16,B
BPBPBB,PPPPPBPPPPP,BPBBPP,10,P
BBPPBP,BBBBBBPBBBBB,PBPPBB,11,B
BBBBBP,BBBBBPPBBBBBBB,PPBBBP,12,B
PBBBBB,PPPPPBBPPPPPP,BBBBBB,11,P
PBBBBB,PPPPPBBPPPPPP,BBBBBB,11,P
BPPBPB,PPPPPPPPPBPPPPPPPPPP,BBBBPP,19,P
PPPPBP,BBBBBPPPBBBBBBBB,PPPBPP,13,B
BBPBPP,BBBBBPBBBBB,PPPPPP,10,B
BBBBPP,BBBBBBBBPPPBBBBBBB,PPPBPP,15,B
BPBBBP,BBBBBBBBPBBBBBBBBBB,PBBBBB,18,B
PBBPBB,PPPPPBBPPPPPP,BPPPBP,11,P
BBBPPP,BBBBBPBBBBBBB,PPBBBP,12,B
BBBPBB,PPPPPPPBBBPPPPPP,BBBPPP,13,P
PPBPPP,BBBBBPBBBBBBBBBBBBB,PPPPPB,18,B
PPPBBB,PPPPPPBBPPPPPPPPPPP,BBPBPB,17,P
PBBBBP,BBBBBBPBBBBB,PPPBBP,11,B
BPPPPB,PPPPPPBBPPPPP,BBBBPP,11,P
PBPBBP,BBBBBPBBBBBBBBBBBBBB,PBBPPB,19,B
BPBPPB,PPPPPBPPPPP,BBPPBP,10,P
PBPPPP,BBBBBBBBPPPBBBBBB,PBPPBB,14,B
BPPPPP,BBBBBBBBBPBBBBBB,PBPBBP,15,B
PPPPBP,BBBBBBBBPBBBBB,PPPBBB,13,B
BBPBBB,PPPPPPBBPPPPP,BBPPPP,11,P
BBBBPP,BBBBBBPBBBBB,PBPBPP,11,B
BPBPPP,BBBBBPPPBBBBB,PPPPPB,10,B
BBPBBP,BBBBBPBBBBBBBBB,PPBBPP,14,B
PBBBBB,PPPPPPPBPPPPP,BBPBBP,12,P
BBPPPP,BBBBBBBPPBBBBB,PBPBBP,12,B
BPBPPP,BBBBBBBBBBBBPPBBBBBB,PPBPBP,18,B
PBBBPP,BBBBBPBBBBBBB,PBBBPP,12,B
BPBPPP,BBBBBPBBBBBB,PBPPPB,11,B
BBBPPB,PPPPPPPPBBPPPPP,BPPBBP,13,P
PBBPBP,BBBBBBBPBBBBB,PBPBPP,12,B
BPBBPP,BBBBBPBBBBB,PPPPBB,10,B
PBPBBP,BBBBBBPPPBBBBBB,PBBPPB,12,B
PPPBPP,BBBBBBBPBBBBB,PPPPPB,12,B
BBPBPP,BBBBBBPBBBBBB,PPPBBB,12,B
BPBBBB,PPPPPBPPPPPP,BPBBBP,11,P
PPBBBP,BBBBBBBBBBBBBPBBBBBB,PBBPBB,19,B
