before,chainok_12,after,pattern
BBPBPB,PBBP,BBBBBP,1-2-1
PPPBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPPPP,1-2-1
PPBPPP,BPPB,PBPPPB,1-2-1
PPPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPPPPP,2-1-2
BBPPPP,BBPBB,PBPPPB,2-1-2
PPPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBPBP,1-2-1
BPBPPP,BBPBB,PBPBBP,2-1-2
BPBBBB,PBBP,BBBBPB,1-2-1
BPBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PPPBPB,2-1-2
PBBPPP,BPPB,PBPPPB,1-2-1
PPPPBP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PBBPPP,1-2-1
PBBBPP,BBPBB,PPBBPP,2-1-2
PBBPPB,PBBP,BBPPBP,1-2-1
BPPBPB,PBBP,BBBPBP,1-2-1
BBBPBB,PPBPP,BBPPBP,2-1-2
PBPPBB,PPBPP,BBBPBB,2-1-2
BPPBBB,PBBP,BPBPBP,1-2-1
PBBBBB,PBBP,BPBBPP,1-2-1
PPBPPP,BPPB,PPPPPP,1-2-1
PPBPPP,BPPB,PPPPPP,1-2-1
PBBBBP,BPPB,PBPBBB,1-2-1
BPPPBB,PPBPP,BBBPBB,2-1-2
BBPPPB,PBBP,BBPBBB,1-2-1
BBPPPB,PBBP,BBBBBB,1-2-1
BPPBBP,BPPB,PPPPPB,1-2-1
PPPBPB,PBBP,BBPBPB,1-2-1
BPPPPP,BPPB,PBPPPB,1-2-1
BPBBPP,BBPBB,PBPBBP,2-1-2
BPBBPB,PBBP,BBPPBB,1-2-1
PBBBPB,PBBP,BBPBBB,1-2-1
BPBPBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPPBP,1-2-1
PBBBBP,BPPB,PBBBBB,1-2-1
BPBPPP,BBPBB,PBBBPP,2-1-2
PBPBPB,PBBP,BBBBPP,1-2-1
PPBBPB,PBBP,BBBBBP,1-2-1
PPPBPP,BBPBB,PPPBBB,2-1-2
BBBPPB,PBBP,BBPPBB,1-2-1
BPPPPP,BBPBB,PBPBPB,2-1-2
PPBBPB,PBBP,BPPBBB,1-2-1
PBPPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBPPP,1-2-1
PPPPPB,PBBP,BBPPPP,1-2-1
PBBBPP,BBPBB,PBPBBB,2-1-2
PBPBBB,PPBPP,BPPPPP,2-1-2
PBBPPP,BPPB,PPPPBB,1-2-1
BPBPBP,BPPB,PBBPPP,1-2-1
PBPBBP,BBPBB,PBPBBB,2-1-2
BBBBBB,PBBP,BPBPPB,1-2-1
PBPBPP,BBPBB,PPBBPB,2-1-2
BPPPBP,BPPB,PPPBPB,1-2-1
BBBBBB,PBBP,BBPPPB,1-2-1
PBPBBB,PBBP,BPBPPP,1-2-1
BBBPPB,PBBP,BBPPBB,1-2-1
BPBBPP,BBPBB,PPBPBP,2-1-2
PBPPPP,BPPB,PBPBPB,1-2-1
PBPBBB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBBBPP,1-2-1
BPPBBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPBPBP,1-2-1
BBPPPB,PBBP,BBPPPP,1-2-1
BBPBBP,BPPB,PPBBBB,1-2-1
PBBBBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PBBPPP,1-2-1
BPBPBP,BPPB,PBPBPB,1-2-1
PPBPBB,PPBPP,BPPPPP,2-1-2
PPPPPP,BPPB,PPPBBP,1-2-1
BPBBBP,BPPB,PBBBPP,1-2-1
PPBBPP,BBPBB,PBBPPP,2-1-2
PPBPBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BPBBPP,1-2-1
PPBPPP,BPPB,PPBBBP,1-2-1
BPBPPP,BPPB,PBBPPP,1-2-1
BBBBBP,BPPB,PPBBBP,1-2-1
PPPPPB,PBBP,BPBBBP,1-2-1
PBBBPB,PBBP,BPPPPB,1-2-1
PPPBBP,BPPB,PBBBPB,1-2-1
BBBPBB,PPBPP,BBBPPB,2-1-2
PBBBPP,BBPBB,PBPBPB,2-1-2
PBBPPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPBBPP,1-2-1
BPBBBB,PBBP,BBPPBP,1-2-1
BBBPBP,BPPB,PPBBBP,1-2-1
PBPBPB,PBBP,BBPPBP,1-2-1
PPPBBB,PBBP,BPBPBP,1-2-1
BPBPBP,BPPB,PPPPBP,1-2-1
BBBBBB,PPBPP,BBPPPB,2-1-2
BPBPBP,BPPB,PPPPBP,1-2-1
PBBPPP,BPPB,PPPBPB,1-2-1
BPBPBP,BPPB,PPPPBP,1-2-1
BPPBBB,PBBP,BBPPPP,1-2-1
PBBPPP,BPPB,PPPPPB,1-2-1
BPPPBP,BPPB,PBBBBP,1-2-1
PPBBBB,PBBP,BPBPPP,1-2-1
BPBPPP,BPPB,PPBBBP,1-2-1
BPBPPP,BPPB,PBPBPP,1-2-1
PPBBBB,PBBP,BPBPPP,1-2-1
BPBPPP,BPPB,PPBBBP,1-2-1
BPBPPP,BPPB,PBPBPP,1-2-1
PPPPPP,BPPB,PPPPBB,1-2-1
PPPPBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PBBBPP,1-2-1
PPPBBB,PPBPP,BBBBPP,2-1-2
BBPBBP,BPPB,PBPPPP,1-2-1
BPBBBB,PPBPP,BPBPBB,2-1-2
PPBBPB,PBBP,BPPBBP,1-2-1
PBBPBP,BPPB,PPPBBP,1-2-1
PPPPPB,PBBP,BPBBBB,1-2-1
BBBPBP,BPPB,PBBBPB,1-2-1
PPBPBB,PPBPP,BBPPPB,2-1-2
PPBBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPPPP,1-2-1
PPBBBP,BPPB,PBBPPB,1-2-1
BPBBPP,BBPBB,PPBBBB,2-1-2
BPPPPB,PBBP,BPPPPB,1-2-1
BBPPPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBPBPB,2-1-2
PBBBBP,BPPB,PBPBPB,1-2-1
BPPBPB,PBBP,BBBPBB,1-2-1
PBBBBP,BPPB,PBPBPB,1-2-1
BPPBPB,PBBP,BBBPBB,1-2-1
PBPPPP,BBPBB,PPPPBB,2-1-2
PPPBBP,BPPB,PBBBBB,1-2-1
PBBBBB,PPBPP,BBBBPB,2-1-2
BBBBPB,PBBP,BBBPPP,1-2-1
PPBBPB,PBBP,BBPPBP,1-2-1
PBBPPB,PBBP,BBBPPP,1-2-1
BBBBBP,BPPB,PPBBBP,1-2-1
PBBPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBPB,1-2-1
BBPBBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBBBBP,1-2-1
PPBBPB,PBBP,BBBPBP,1-2-1
PPBBBP,BPPB,PPBBBP,1-2-1
BBPPPP,BBPBB,PBPBPB,2-1-2
BBPPPP,BBPBB,PBPBPB,2-1-2
BPBBBP,BPPB,PPPPPP,1-2-1
PPPPPP,BBPBB,PPPBBP,2-1-2
PBBPPP,BBPBB,PPBBBP,2-1-2
PBBPPB,PBBP,BPBBBP,1-2-1
PPPPBB,PPBPP,BBBBPB,2-1-2
PBPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BPPPBB,1-2-1
BBPPPB,PBBP,BBBPBB,1-2-1
PPPBBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PBPPPB,2-1-2
PBPBBB,PBBP,BBBBBB,1-2-1
PBPBPB,PBBP,BPPBBP,1-2-1
BBBBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPBBB,1-2-1
BBBBPB,PBBP,BBPBBB,1-2-1
PBBBBB,PBBP,BPBBPP,1-2-1
BPBPBB,PPBPP,BPPPBP,2-1-2
BBBPPB,PBBP,BBBPBP,1-2-1
PPBBBP,BPPB,PPPPPB,1-2-1
PPPBBP,BPPB,PBPBPP,1-2-1
PBPPPB,PBBP,BBBBBP,1-2-1
BPPPPP,BBPBB,PPPPPP,2-1-2
PPPPBB,PPBPP,BBBBPP,2-1-2
PPBPPP,BPPB,PPBPBB,1-2-1
PBBPPP,BPPB,PBBBPB,1-2-1
PBPBBB,PBBP,BPPPBP,1-2-1
PBBPPP,BPPB,PPPBPB,1-2-1
PPBPPP,BPPB,PBPBBB,1-2-1
PPBPPP,BPPB,PBBBPB,1-2-1
BBPPBP,BPPB,PBPBBB,1-2-1
PBBPPP,BPPB,PBBBPB,1-2-1
PBPPPB,PBBP,BPBPBB,1-2-1
BPBPBP,BPPB,PPBPBP,1-2-1
PPBPBP,BPPB,PPBPPP,1-2-1
PPBPPP,BBPBB,PPBBPP,2-1-2
BBBPPP,BPPB,PBBBPP,1-2-1
BPBPPP,BPPB,PPBBBP,1-2-1
BPPBBB,PPBPP,BPPBBP,2-1-2
BBBBBP,BPPB,PPBBBB,1-2-1
BBPBBB,PBBP,BBPPPB,1-2-1
BBPBBB,PBBP,BBPPPB,1-2-1
PPPPPB,PBBP,BPBBBP,1-2-1
PBPPPP,BBPBB,PPPBPP,2-1-2
BBBBBP,BPPB,PPPPBP,1-2-1
PPBPBP,BPPB,PPBBPP,1-2-1
BPBBBB,PPBPP,BPPPBB,2-1-2
BBPPBP,BPPB,PPBBBP,1-2-1
PPBBPP,BBPBB,PBPBBP,2-1-2
BBPBBB,PBBP,BPPBBP,1-2-1
BPPBBP,BPPB,PBPBBB,1-2-1
PPBBBP,BPPB,PBBBBP,1-2-1
BBPPPB,PBBP,BBPPBB,1-2-1
BBBBPB,PBBP,BBPPBP,1-2-1
BPBPBB,PPBPP,BBBPPB,2-1-2
PBPBPB,PBBP,BBBPBB,1-2-1
BBPBBB,PBBP,BBPPPB,1-2-1
PPPPBP,BPPB,PBPPPP,1-2-1
PPPPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BPPBBP,2-1-2
PBBPPP,BBPBB,PBBBBP,2-1-2
BPBBBB,PPBPP,BBBBPP,2-1-2
BBPPPB,PBBP,BPPBBB,1-2-1
PPPBPB,PBBP,BBPBPP,1-2-1
BPPPBP,BPPB,PBPBPP,1-2-1
BPBBBB,PBBP,BPPBBP,1-2-1
BBPBBB,PBBP,BBPPPB,1-2-1
BPPPBB,PPBPP,BPBBBB,2-1-2
BBPBBB,PBBP,BBPPPB,1-2-1
BPPPBB,PPBPP,BPBBBB,2-1-2
BPBPPP,BPPB,PPPPBB,1-2-1
PBBBPB,PBBP,BPPPPP,1-2-1
PPPPPP,BPPB,PPBBBB,1-2-1
BPBPPP,BPPB,PPBBBP,1-2-1
BBBBBB,PPBPP,BBBBBP,2-1-2
PPPBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPPBP,1-2-1
PPPBPP,BBPBB,PBBBPB,2-1-2
BPPPPB,PBBP,BPBPPP,1-2-1
PBPPPP,BBPBB,PBBBPB,2-1-2
PPBPBP,BPPB,PBPBPP,1-2-1
PPBPBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBBBP,1-2-1
BPBBBP,BPPB,PBPBBB,1-2-1
BPPBPB,PBBP,BPBPBB,1-2-1
BPPPBP,BPPB,PBPBPP,1-2-1
BBBBBP,BPPB,PBBBPB,1-2-1
BBBPPP,BPPB,PBBBBB,1-2-1
BBBPBP,BPPB,PBPBBP,1-2-1
PBBBPB,PBBP,BPPPPP,1-2-1
PPPPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBBB,1-2-1
BPPPBP,BPPB,PBBBPP,1-2-1
PBBBBB,PBBP,BPBBPP,1-2-1
PBPPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPBPP,1-2-1
PBPPPB,PBBP,BPBBPP,1-2-1
PBBPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPBPB,1-2-1
PBPPPB,PBBP,BPBBPP,1-2-1
PBBPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPBPB,1-2-1
PPBBBP,BPPB,PBPPPP,1-2-1
BBBBPB,PBBP,BPPBBB,1-2-1
PBPPPB,PBBP,BPBPPP,1-2-1
BBBBBB,PBBP,BBPBPB,1-2-1
BBPPBP,BPPB,PPBPPP,1-2-1
BPBBPP,BBPBB,PBBBBP,2-1-2
BPBBBB,PBBP,BBPBBB,1-2-1
BBPBBB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BBBPPP,1-2-1
PPBBPB,PBBP,BPPPBB,1-2-1
BPPPBP,BPPB,PBBBBB,1-2-1
BBBBBB,PBBP,BBBBBB,1-2-1
PPPPBP,BPPB,PPPBBB,1-2-1
BPPPPP,BBPBB,PPPPBB,2-1-2
BPPPPB,PBBP,BPBBBB,1-2-1
PBBPBB,PPBPP,BPBPPP,2-1-2
PBPPPB,PBBP,BBPBBB,1-2-1
BPPPBB,PPBPP,BBBBBB,2-1-2
BBBBPB,PBBP,BPBPBB,1-2-1
BBBPPP,BPPB,PPPBBP,1-2-1
PBPBPB,PBBP,BBBBPB,1-2-1
BBPBPB,PBBP,BBPPPB,1-2-1
BBPPBP,BPPB,PBBBBP,1-2-1
PPBPPP,BBPBB,PPBBBP,2-1-2
BPPBBB,PPBPP,BBBPPP,2-1-2
BBBPPP,BPPB,PBPBPP,1-2-1
BBBBPB,PBBP,BPPPPP,1-2-1
PBBBPB,PBBP,BPPPPB,1-2-1
BPBBBP,BPPB,PBPBBB,1-2-1
PPBBPP,BBPBB,PBBBBP,2-1-2
BPPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBPPP,1-2-1
PPPBPB,PBBP,BPPPBB,1-2-1
BBPPBP,BPPB,PBPPPP,1-2-1
PPBBPP,BBPBB,PPBPBB,2-1-2
BBPBBB,PBBP,BPPBBB,1-2-1
BBPBPP,BBPBB,PBPPPB,2-1-2
BBBPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBBPP,1-2-1
PBBBBB,PBBP,BPBPBP,1-2-1
PBPPPB,PBBP,BBPBBB,1-2-1
BPPBBB,PBBP,BPBPPB,1-2-1
PPPPPP,BBPBB,PPPPBB,2-1-2
PPPPPP,BBPBB,PPPPBB,2-1-2
BBBBBB,PBBP,BPBPBP,1-2-1
BPBPBP,BPPB,PPPPBB,1-2-1
PPPPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PPPBPB,1-2-1
PPPPPP,BPPB,PPPBPB,1-2-1
PBPPPB,PBBP,BPBPBB,1-2-1
PBBBBB,PPBPP,BBPPBP,2-1-2
BBBBBB,PBBP,BBBBBB,1-2-1
BBBBPB,PBBP,BPPPPB,1-2-1
PPPPBP,BPPB,PPPBPP,1-2-1
BBPBBB,PPBPP,BBPBBP,2-1-2
BPBBBP,BPPB,PBPPPP,1-2-1
BBBPPB,PBBP,BPPBBP,1-2-1
BPBBBP,BPPB,PPPPBB,1-2-1
PPBBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBPBBB,1-2-1
PBBBPB,PBBP,BBBBBB,1-2-1
PBPBBB,PBBP,BPBPPB,1-2-1
PBPPBP,BPPB,PPPPPP,1-2-1
BPPPBP,BPPB,PBPPBP,1-2-1
PPPPBB,PPBPP,BPBPPB,2-1-2
BBBPBP,BPPB,PPPPPP,1-2-1
PPPBPB,PBBP,BPBBBB,1-2-1
BPBBPP,BBPBB,PPBBPB,2-1-2
BPBBPP,BBPBB,PPBBBB,2-1-2
BPBPPP,BPPB,PPBBBB,1-2-1
BBBBBP,BPPB,PPPBPB,1-2-1
BPPPBP,BPPB,PPBPBP,1-2-1
BBBPPB,PBBP,BPBPBP,1-2-1
BBPBBB,PBBP,BBBPPB,1-2-1
PPPBBP,BPPB,PBPBBB,1-2-1
PBBPPB,PBBP,BPPBBP,1-2-1
PBPBBB,PPBPP,BBPPPP,2-1-2
PBPBBB,PBBP,BBBBBB,1-2-1
PPPPPB,PBBP,BBPBPB,1-2-1
PPPBBP,BPPB,PBPBPP,1-2-1
BBBBPB,PBBP,BPBPBB,1-2-1
BPBPBP,BPPB,PBBBBB,1-2-1
PBBBPB,PBBP,BBPPBP,1-2-1
BBBPPB,PBBP,BBBBPP,1-2-1
BBPPBB,PPBPP,BBPPBB,2-1-2
BBPPBB,PPBPP,BBPPBB,2-1-2
PPBBPB,PBBP,BBBBPP,1-2-1
BPBBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPPPP,1-2-1
PBPBPB,PBBP,BPBPBB,1-2-1
BBPPPB,PBBP,BPPBPP,1-2-1
BPPBBB,PBBP,BPPBBB,1-2-1
BPPBBB,PPBPP,BBPPBP,2-1-2
BPPPPB,PBBP,BPBPPP,1-2-1
BBPBBB,PPBPP,BPPPBP,2-1-2
BBPPPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPPBBP,1-2-1
PBPPPP,BBPBB,PBPPBB,2-1-2
PPBPPP,BPPB,PBPPPP,1-2-1
BBPBPP,BBPBB,PBPPPB,2-1-2
BBBBPB,PBBP,BBBPBB,1-2-1
PBBBBB,PBBP,BBPBPP,1-2-1
BBPPBP,BPPB,PPPBPP,1-2-1
PPPPPP,BPPB,PPPBBB,1-2-1
BPBPPP,BPPB,PBBBPP,1-2-1
PPPPPP,BBPBB,PBBPPB,2-1-2
PPBPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBBBPP,1-2-1
PBPBBB,PPBPP,BBPBBB,2-1-2
BBBBBB,PPBPP,BBPPPP,2-1-2
BPBPBB,PPBPP,BPPPPB,2-1-2
PPBPPP,BBPBB,PBBPPP,2-1-2
PBBPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBPPBB,2-1-2
BPPBBB,PPBPP,BBPPPB,2-1-2
BBBPPP,BPPB,PBPPBB,1-2-1
BBBPPP,BPPB,PBBBBP,1-2-1
BPPBBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBPBBB,2-1-2
BBPPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBBPBB,1-2-1
BBPBBB,PBBP,BBPBPP,1-2-1
PBBBBP,BPPB,PPPBBB,1-2-1
PPBBBB,PPBPP,BBBBBB,2-1-2
PPBBPB,PBBP,BPBBBB,1-2-1
BBPBPB,PBBP,BBPPBP,1-2-1
BBPPBP,BPPB,PPPBPP,1-2-1
BPBPBP,BPPB,PBBPPB,1-2-1
BPBBPP,BBPBB,PBBBBB,2-1-2
PBBBBB,PBBP,BBBPPP,1-2-1
PPBPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBBBPP,2-1-2
PPPPBP,BPPB,PBPBPB,1-2-1
BPBPBP,BPPB,PBPPPP,1-2-1
PBBPPP,BBPBB,PPPPBP,2-1-2
BPBPBB,PPBPP,BPPPBP,2-1-2
BBPBPP,BBPBB,PPBPBB,2-1-2
BPBBBP,BPPB,PPBBBP,1-2-1
PPPBBB,PBBP,BPBPBP,1-2-1
BBPBPB,PBBP,BPBPBB,1-2-1
PBPBBB,PBBP,BPPPBB,1-2-1
PBBBPB,PBBP,BBBBPB,1-2-1
PBBPPB,PBBP,BPPBBP,1-2-1
PBPBPB,PBBP,BBBPBB,1-2-1
BBBBBB,PPBPP,BBBPBP,2-1-2
BPPBBP,BPPB,PPBPBB,1-2-1
PBPPBB,PPBPP,BPBPBP,2-1-2
PPBBBP,BPPB,PPPBPB,1-2-1
PBPPPB,PBBP,BBBBPP,1-2-1
PPPPBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPPBB,1-2-1
PBPPPP,BBPBB,PPPPBB,2-1-2
PPPBPB,PBBP,BPPPPP,1-2-1
PBPBPP,BBPBB,PPPBBB,2-1-2
PPPBBB,PBBP,BPPPBP,1-2-1
PPPPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBPPP,1-2-1
BBPBPB,PBBP,BBBPPB,1-2-1
BBPBBB,PPBPP,BBBBBP,2-1-2
BBPPPB,PBBP,BPPBPP,1-2-1
BBPBBB,PBBP,BBPPPP,1-2-1
BPBPBB,PPBPP,BPBPPP,2-1-2
BPPBBP,BPPB,PPPPBP,1-2-1
PBBBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPPPP,1-2-1
BPBBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPBPPP,1-2-1
BBPPPB,PBBP,BBPBBB,1-2-1
PPBBPP,BBPBB,PPBBPB,2-1-2
PBBPBP,BPPB,PBBPPP,1-2-1
PBPBBP,BPPB,PPBBPB,1-2-1
PBBPBP,BPPB,PPPBBB,1-2-1
PPPBBB,PBBP,BPPBBP,1-2-1
BBBBBP,BPPB,PPBPBB,1-2-1
PPBPPB,PBBP,BPBBPP,1-2-1
PBBPPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBPBB,1-2-1
PPPPBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBPBBB,1-2-1
BPBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPBPB,1-2-1
BPPPPB,PBBP,BPPBBP,1-2-1
PPBBBP,BPPB,PPBBBB,1-2-1
PPBBBP,BPPB,PPBBBB,1-2-1
PBBPPB,PBBP,BBBBPB,1-2-1
PBBPPB,PBBP,BBBBPB,1-2-1
BPPBBB,PBBP,BBBPBB,1-2-1
BBBBBB,PPBPP,BBBBPB,2-1-2
PBBPPP,BPPB,PPPBPB,1-2-1
BPPPBP,BPPB,PBBBPB,1-2-1
BPPPPP,BBPBB,PPPBBB,2-1-2
PBBPBP,BPPB,PBBBBP,1-2-1
BPBPPP,BPPB,PBPPPB,1-2-1
PBPPPB,PBBP,BBPBBP,1-2-1
PBBPBP,BPPB,PBBBBP,1-2-1
BPBPPP,BPPB,PBPPPB,1-2-1
PBPPPB,PBBP,BBPBBP,1-2-1
BPPBBP,BPPB,PPPBBB,1-2-1
BPPPPB,PBBP,BBBBPB,1-2-1
PPPBBP,BPPB,PBBPPB,1-2-1
PBPPPP,BPPB,PBBBBP,1-2-1
BPPPPP,BPPB,PBPPPP,1-2-1
BBBPBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PPPBBB,2-1-2
BPPPPP,BPPB,PBPPPP,1-2-1
BBBPBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PPPBBB,2-1-2
BPPPPP,BPPB,PBPPPP,1-2-1
BBBPBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PPPBBB,2-1-2
BBBBPP,BBPBB,PPBBBP,2-1-2
BBPBBB,PBBP,BBPPPB,1-2-1
BPBBBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBBPPB,2-1-2
BPBBBP,BPPB,PBBPPB,1-2-1
PPPPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BBBPBB,1-2-1
PBBPPB,PBBP,BBPPBP,1-2-1
PBBPBB,PPBPP,BBPPPP,2-1-2
PBBBPB,PBBP,BBBPPB,1-2-1
BBPPPP,BBPBB,PPBBBP,2-1-2
PBPBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBBPPP,2-1-2
PPBBBB,PBBP,BPPPBP,1-2-1
BPBPPP,BPPB,PPPBPP,1-2-1
BPPPPP,BBPBB,PPPBBB,2-1-2
BBBBBB,PBBP,BPBPPP,1-2-1
PBBPPP,BBPBB,PPBBPP,2-1-2
BBPPBP,BPPB,PBPBPP,1-2-1
BBPPPB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BPBPPB,1-2-1
PBPBBB,PPBPP,BPPPPP,2-1-2
BPBBBB,PPBPP,BBPBPB,2-1-2
PBPBPB,PBBP,BBBPBB,1-2-1
PPPBBB,PPBPP,BBBBBP,2-1-2
BBBBPB,PBBP,BPBBBB,1-2-1
BPBBBB,PPBPP,BPBPPP,2-1-2
PBPBPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPPPPB,1-2-1
PPPPBB,PPBPP,BPPBBB,2-1-2
PBBBBB,PBBP,BPBBPP,1-2-1
BBPPBP,BPPB,PPPBBP,1-2-1
BBBPBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPPPBB,1-2-1
PPBPBP,BPPB,PBPPPB,1-2-1
BBBBBB,PBBP,BBBBPP,1-2-1
PPPPBP,BPPB,PPBBBP,1-2-1
BBPBBB,PBBP,BPBPPP,1-2-1
BPBPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BBBPBB,1-2-1
BBBBBB,PBBP,BBPBPB,1-2-1
BPPBBP,BPPB,PPBBPB,1-2-1
BPPBPP,BBPBB,PBBBBP,2-1-2
BBBPBP,BPPB,PPPBBP,1-2-1
PBPPPP,BPPB,PBPPBB,1-2-1
PBPPPP,BPPB,PBPPBB,1-2-1
PBPBPP,BBPBB,PBPPPP,2-1-2
BBBPPB,PBBP,BBBPPB,1-2-1
BPPPBB,PPBPP,BBBPPP,2-1-2
BPBBBP,BPPB,PPPPPB,1-2-1
BBBPPP,BPPB,PPPPPP,1-2-1
PPPPPB,PBBP,BBPPBP,1-2-1
BPPPBB,PPBPP,BBBPPB,2-1-2
BPPPBB,PPBPP,BBBPPB,2-1-2
BPPPPP,BBPBB,PBBBBB,2-1-2
PBBBBB,PPBPP,BPBBBP,2-1-2
PBBBBP,BPPB,PBPBPP,1-2-1
BBBBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPBBPB,1-2-1
BBBPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPBPP,1-2-1
PBPPPB,PBBP,BPPPPP,1-2-1
PPPPPB,PBBP,BPBBBB,1-2-1
BPBPBP,BPPB,PPPBPP,1-2-1
BPPBBP,BPPB,PBPPPB,1-2-1
PPBBPB,PBBP,BPBBPP,1-2-1
PBBPPB,PBBP,BPPPPB,1-2-1
BPPPBP,BPPB,PBBPPB,1-2-1
BBPBBP,BPPB,PPPBBP,1-2-1
PPBPPP,BBPBB,PBBBPP,2-1-2
BBBPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPPPB,1-2-1
BPPPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBPBBB,1-2-1
BPPBBB,PPBPP,BBBPBB,2-1-2
PPPPPP,BPPB,PBBBPP,1-2-1
PBPPPP,BBPBB,PBBPPB,2-1-2
BBBPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPPPP,1-2-1
PPBPBP,BPPB,PBBBBP,1-2-1
BBBPBP,BPPB,PPBBPP,1-2-1
PPBPBB,PPBPP,BBBPPP,2-1-2
PPBBBP,BPPB,PBPPBB,1-2-1
PBPBBB,PPBPP,BBBPPP,2-1-2
BBBPBP,BPPB,PPBPBP,1-2-1
PBPPBP,BPPB,PPBPPP,1-2-1
PPBPPP,BBPBB,PBPPBP,2-1-2
PPBPPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBPBPB,1-2-1
BBPPPP,BBPBB,PBPPPP,2-1-2
PPBPBP,BPPB,PBPBBB,1-2-1
