before,chainok_12,after,pattern
PPPBPB,PBBP,BPPPBP,1-2-1
PPBBPP,BBPBB,PBBBPP,2-1-2
PPPPBB,PPBPP,BPBPBP,2-1-2
PPPPBB,PPBPP,BPBPBP,2-1-2
BPPPPB,PBBP,BBPBBB,1-2-1
BPPPPB,PBBP,BBPBBB,1-2-1
BBBBPB,PBBP,BBPBBB,1-2-1
PPPBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBBPB,1-2-1
PBBBBP,BPPB,PBBBPP,1-2-1
BBPPPP,BPPB,PPBBBB,1-2-1
BBBPPB,PBBP,BBPBBB,1-2-1
BBBPPB,PBBP,BBPBBB,1-2-1
PPPBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPBBBP,1-2-1
BBBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBPBPB,2-1-2
PBPBPB,PBBP,BPPPPP,1-2-1
BBBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBPBPB,2-1-2
PBPBPB,PBBP,BPPPPP,1-2-1
BBPPPB,PBBP,BPPPPP,1-2-1
BBPPPB,PBBP,BPBBBB,1-2-1
BBBPPP,BBPBB,PBPPPP,2-1-2
BBBPPP,BBPBB,PBPPPP,2-1-2
PPPBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBPP,1-2-1
BBBBBB,PBBP,BBBPPB,1-2-1
BPPBBP,BPPB,PBBBBB,1-2-1
PPBPPP,BPPB,PPPPPB,1-2-1
PPBPPP,BPPB,PPPPPB,1-2-1
PBPBPP,BBPBB,PPBBBB,2-1-2
BBBPBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBBBB,1-2-1
PBPBBB,PBBP,BPBBPP,1-2-1
PBPBBB,PBBP,BPBBPP,1-2-1
BPPBPP,BPPB,PPPBBP,1-2-1
BPPBBP,BPPB,PPPPPB,1-2-1
PBPBBB,PBBP,BBBBBP,1-2-1
PBBBBB,PPBPP,BPPPPP,2-1-2
BPBBBB,PPBPP,BBBBBB,2-1-2
BBBPBP,BPPB,PPBBPB,1-2-1
BPBBBB,PPBPP,BBBBBB,2-1-2
BBBPBP,BPPB,PPBBPB,1-2-1
PPPPBB,PPBPP,BPBBBB,2-1-2
BBPPBP,BPPB,PBPBBB,1-2-1
BPPPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBPBB,1-2-1
PBPPPB,PBBP,BBPBBB,1-2-1
BPPPBP,BPPB,PBPPPP,1-2-1
PPBPBP,BPPB,PBPBBB,1-2-1
BPBBPP,BBPBB,PBPBBB,2-1-2
PBBBBP,BPPB,PBBBBB,1-2-1
BBBPBB,PPBPP,BPBBBB,2-1-2
BBPPPB,PBBP,BPBBBP,1-2-1
BBPPPP,BBPBB,PPPPBP,2-1-2
BPBPPP,BPPB,PPBPBP,1-2-1
BPPPBP,BPPB,PBBBPB,1-2-1
PBPBBB,PBBP,BBBBBB,1-2-1
BPPPBP,BPPB,PBBBPB,1-2-1
PBPBBB,PBBP,BBBBBB,1-2-1
PBPBBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PPPPPP,1-2-1
BPPPBP,BPPB,PPPBBB,1-2-1
BPPPBP,BPPB,PPPBBB,1-2-1
PBPPPB,PBBP,BBPBPB,1-2-1
PPBBPB,PBBP,BBPPPP,1-2-1
PBBPBP,BPPB,PBBPPP,1-2-1
BBBBBP,BPPB,PPPBBP,1-2-1
PPBPPP,BBPBB,PPPPBP,2-1-2
PPBBBB,PBBP,BPPBBP,1-2-1
PPPBPB,PBBP,BBPBPB,1-2-1
BPBPPP,BPPB,PBBPPP,1-2-1
PPPPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPPPP,1-2-1
BBBBPP,BBPBB,PBBBPP,2-1-2
BBBPPB,PBBP,BPBPPP,1-2-1
BBBBBB,PBBP,BBBBBB,1-2-1
BPBPBP,BPPB,PBPBBB,1-2-1
PBBBBB,PPBPP,BPPPBP,2-1-2
BBBBBP,BPPB,PBBBPP,1-2-1
BBBBBP,BPPB,PBBBPP,1-2-1
PPBPBP,BPPB,PBBPPP,1-2-1
PBBPPP,BBPBB,PPBBPB,2-1-2
PBPBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPPPB,2-1-2
PPBBPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PBPPBB,1-2-1
PPBPPP,BPPB,PPBPBB,1-2-1
PPBBPB,PBBP,BPPPBP,1-2-1
PPPPBP,BPPB,PPPPBB,1-2-1
BPPBBB,PBBP,BPBPPP,1-2-1
PBPBPB,PBBP,BBBPPP,1-2-1
PBBPPP,BPPB,PBBPBP,1-2-1
PBPBPB,PBBP,BBBPPP,1-2-1
PBBPPP,BPPB,PBBPBP,1-2-1
PBPBPB,PBBP,BBPPPB,1-2-1
PBPPPB,PBBP,BBPBBB,1-2-1
PBBBBP,BPPB,PBBPPP,1-2-1
BBPPPP,BBPBB,PPBPPB,2-1-2
BBBPPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBPPPP,1-2-1
BBBPPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBPPPP,1-2-1
BBBPPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBPPPP,1-2-1
PBPBBB,PBBP,BBBPBB,1-2-1
BPBPBB,PPBPP,BBBBPB,2-1-2
BPBBBP,BPPB,PBBBPP,1-2-1
BBBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPPBB,1-2-1
PBPPBB,PPBPP,BBPBPP,2-1-2
PPPPPP,BBPBB,PBPPBB,2-1-2
BPBPBP,BPPB,PPPBBP,1-2-1
PPPPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBPBB,1-2-1
BPBBBB,PBBP,BPPPPB,1-2-1
PBPPPP,BPPB,PPPBBB,1-2-1
BPBPBP,BPPB,PBBBPP,1-2-1
PBBBPB,PBBP,BBPPBP,1-2-1
PPBBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBBBPB,1-2-1
PBPBPP,BBPBB,PBBPPB,2-1-2
BPBPBP,BPPB,PBBBPP,1-2-1
BBBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPPBB,1-2-1
BBPBPP,BBPBB,PPBBBB,2-1-2
BBPBPP,BBPBB,PPBBBB,2-1-2
PPPBBP,BPPB,PPBPPP,1-2-1
PBBBPB,PBBP,BPPPPB,1-2-1
PPPBBP,BPPB,PPBPPP,1-2-1
PBBBPB,PBBP,BPPPPB,1-2-1
BBPBBB,PBBP,BBBPPB,1-2-1
BBPBBB,PBBP,BBBPPB,1-2-1
PBPBBB,PBBP,BPPPPB,1-2-1
BPPPPP,BPPB,PPBBPP,1-2-1
BBPPBP,BPPB,PPBPPP,1-2-1
PPBPPB,PBBP,BBBBPP,1-2-1
BPPPPP,BBPBB,PPPBPB,2-1-2
BPPPPP,BPPB,PPPPBP,1-2-1
PPPBBP,BPPB,PBBBBB,1-2-1
BPPPPB,PBBP,BBPBPB,1-2-1
PPPBBP,BPPB,PBBBBB,1-2-1
BPPPPB,PBBP,BBPBPB,1-2-1
BBBBBB,PBBP,BBBPPB,1-2-1
BBPBPB,PBBP,BBBBBB,1-2-1
PPBBBB,PPBPP,BBPBPB,2-1-2
PPBBPB,PBBP,BPPBBP,1-2-1
BBPBPP,BBPBB,PBPBPP,2-1-2
PBBBBB,PPBPP,BBBPBB,2-1-2
PBBBBB,PPBPP,BBBPBB,2-1-2
PBBBBB,PPBPP,BBBPBB,2-1-2
PPPBBB,PBBP,BPBPPB,1-2-1
PBBBBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PBBPPP,1-2-1
PPPBBB,PBBP,BPBPPB,1-2-1
PBBBBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PBBPPP,1-2-1
BBBBBB,PBBP,BBBBBP,1-2-1
BBBBBB,PBBP,BBBBBP,1-2-1
PPPPPB,PBBP,BBBPPP,1-2-1
BBPBBB,PPBPP,BPBPBP,2-1-2
PPPBPB,PBBP,BPPBBB,1-2-1
PBBBBP,BPPB,PBBBPB,1-2-1
BBBBPB,PBBP,BBBBPB,1-2-1
PBBBBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBPPPB,1-2-1
PBBBPP,BBPBB,PPPPBP,2-1-2
BBPPPP,BPPB,PBBBBP,1-2-1
PBBBPP,BBPBB,PPPPBP,2-1-2
BBPPPP,BPPB,PBBBBP,1-2-1
PPBBBB,PBBP,BBPPBB,1-2-1
PPBBBB,PBBP,BBPPBB,1-2-1
BBBBPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PPBBBP,1-2-1
PPPBPP,BBPBB,PPBBPP,2-1-2
BPPBBB,PBBP,BPBPPP,1-2-1
BPPBBB,PBBP,BPBPPP,1-2-1
PBBBPP,BBPBB,PPPPPB,2-1-2
PBPBPB,PBBP,BBPPPB,1-2-1
PBBPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBBBP,1-2-1
PBPBPP,BBPBB,PPBBPB,2-1-2
PBPBPP,BBPBB,PPBBPB,2-1-2
BBPPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPPPPP,1-2-1
PBBBBP,BPPB,PBPPBB,1-2-1
PPPBPB,PBBP,BBBBPB,1-2-1
BPBBBP,BPPB,PBBPPB,1-2-1
PBBBPB,PBBP,BPPBBB,1-2-1
BBBBPP,BBPBB,PBPBBB,2-1-2
BBBPPP,BBPBB,PPPBPP,2-1-2
PPPPPP,BPPB,PBPBBB,1-2-1
PBPPPP,BPPB,PBBBPP,1-2-1
BPPBBP,BPPB,PPPPPP,1-2-1
PPPPPP,BBPBB,PPPBPP,2-1-2
BBPBPB,PBBP,BBPPPP,1-2-1
BPPPPP,BPPB,PPPPPP,1-2-1
PBBBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBBP,1-2-1
PBPBBB,PBBP,BPBBBP,1-2-1
BPBBPP,BBPBB,PBPPBB,2-1-2
BBPPBB,PPBPP,BBBPBB,2-1-2
BPPBBB,PBBP,BPBPPP,1-2-1
PBBPPP,BPPB,PBPBPP,1-2-1
BBBBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBBPBP,1-2-1
BBPBPB,PBBP,BBBPBP,1-2-1
BBBBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBBPBP,1-2-1
BBPBPB,PBBP,BBBPBP,1-2-1
BBBBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBBPBP,1-2-1
BBPBPB,PBBP,BBBPBP,1-2-1
PBBBPP,BBPBB,PPBBPP,2-1-2
BPPPPB,PBBP,BBBPBP,1-2-1
PPBPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPBPB,1-2-1
PBBPBP,BPPB,PBPPBB,1-2-1
PBBPPP,BPPB,PPBBPB,1-2-1
BPPPPP,BPPB,PBPBBP,1-2-1
PPBPPP,BBPBB,PPPBBB,2-1-2
PBPBPB,PBBP,BPBBBP,1-2-1
BBBPPB,PBBP,BPPPPP,1-2-1
PBPBBB,PBBP,BBBPBP,1-2-1
PBPBBB,PBBP,BBBPBP,1-2-1
BBBBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPPBP,1-2-1
PBPBBB,PBBP,BBBBBP,1-2-1
PBBBBB,PBBP,BBBBPB,1-2-1
PPPBPB,PBBP,BBPBBB,1-2-1
BBPBPB,PBBP,BBBPBP,1-2-1
BPPPBP,BPPB,PBBBBB,1-2-1
PPBPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBPPPB,1-2-1
PPPPPP,BBPBB,PPPBBP,2-1-2
PPBBBB,PBBP,BBPBPB,1-2-1
PPPPPP,BPPB,PPBPBP,1-2-1
PPPPPP,BPPB,PPBPBP,1-2-1
BPPBBB,PBBP,BBBPBB,1-2-1
BPPBBB,PBBP,BBBPBB,1-2-1
BBBPBP,BPPB,PBBPPB,1-2-1
BBBPBP,BPPB,PBBPPB,1-2-1
BPPPPP,BPPB,PPPBPP,1-2-1
PBPBPP,BBPBB,PBPPBB,2-1-2
BBBPBP,BPPB,PPBPPP,1-2-1
BBPBPB,PBBP,BBPPPP,1-2-1
BBBBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPPBB,1-2-1
BBBBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPPBB,1-2-1
BBBPPB,PBBP,BPBPPB,1-2-1
BBPPPP,BPPB,PBPBBB,1-2-1
BBBBPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BPBBBB,1-2-1
PBPPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBBBPP,2-1-2
BPPBPB,PBBP,BBPPPP,1-2-1
PBBBPB,PBBP,BBPBPP,1-2-1
PPPBPP,BBPBB,PBBBPP,2-1-2
BBBPPB,PBBP,BPBPPB,1-2-1
PPPBPB,PBBP,BPBPBP,1-2-1
PPPPBP,BPPB,PBBBBP,1-2-1
BBBBPB,PBBP,BBPPPB,1-2-1
BBBBBB,PBBP,BPPPPP,1-2-1
PBPPPB,PBBP,BBBBPB,1-2-1
BPBBBB,PBBP,BPBBPP,1-2-1
BBPBPP,BBPBB,PPPPPB,2-1-2
PBBPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBBPB,1-2-1
BPPBBP,BPPB,PPPPPB,1-2-1
BPPPPP,BBPBB,PBBBBB,2-1-2
BPPPBB,PPBPP,BBBPBP,2-1-2
BPBBPP,BBPBB,PPPPBP,2-1-2
BBBBBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBPBBB,1-2-1
BBPPPB,PBBP,BBBBPP,1-2-1
BBBBBP,BPPB,PPBPBB,1-2-1
PPBPPB,PBBP,BPBPPP,1-2-1
BBPBPP,BBPBB,PBBBBB,2-1-2
BBBBBB,PBBP,BBPBPB,1-2-1
BPBPBB,PPBPP,BPBPBB,2-1-2
BBPBPB,PBBP,BPBPPP,1-2-1
BPBPBP,BPPB,PPPPPB,1-2-1
BBBPPB,PBBP,BPBBPP,1-2-1
PPBPPP,BPPB,PPBBBP,1-2-1
BPPBBB,PPBPP,BBBPBP,2-1-2
PPBPPP,BBPBB,PPPBPP,2-1-2
BPPBBB,PBBP,BBBBPB,1-2-1
PPPPBB,PPBPP,BPBBBB,2-1-2
PPBPPP,BPPB,PBBBPB,1-2-1
PBBBBB,PBBP,BBBBPP,1-2-1
BBPBBB,PPBPP,BBBPPB,2-1-2
PBBBPP,BBPBB,PBPPBB,2-1-2
BBPBPP,BBPBB,PPPBPB,2-1-2
BPPPPP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBPPB,1-2-1
PPBPPB,PBBP,BBBPPB,1-2-1
PBPBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPBPP,1-2-1
BBPPBP,BPPB,PBPPPP,1-2-1
PPBBPB,PBBP,BBBPBP,1-2-1
PBPBPB,PBBP,BBBPBP,1-2-1
PPPBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBPBB,1-2-1
BBPBBB,PBBP,BBBBBP,1-2-1
BBBPBP,BPPB,PBPBBB,1-2-1
BPPBBP,BPPB,PPPPBP,1-2-1
PBBPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBPBBB,1-2-1
BBPPPB,PBBP,BBPPBB,1-2-1
BBBBBB,PPBPP,BBPPPB,2-1-2
BBBPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPPPBP,1-2-1
BPBPPP,BPPB,PBBBBB,1-2-1
BBBBBB,PBBP,BBPPPB,1-2-1
BPPBPB,PBBP,BBPPPB,1-2-1
BBBBBB,PPBPP,BBBPBP,2-1-2
BBPBBB,PBBP,BBBBPP,1-2-1
PBBBBP,BPPB,PBPBPB,1-2-1
PPPBBB,PPBPP,BPBPBP,2-1-2
PPBPBP,BPPB,PPBBBP,1-2-1
BPBBBB,PPBPP,BBPPBB,2-1-2
BPPPBP,BPPB,PPPPPP,1-2-1
BPBBBP,BPPB,PPPPBP,1-2-1
PBPPPP,BPPB,PPPBBB,1-2-1
PPBBBB,PPBPP,BPPPPP,2-1-2
BPBPPP,BPPB,PPBBPP,1-2-1
PPPBBB,PBBP,BPPPPB,1-2-1
PPPBBP,BPPB,PBPBPP,1-2-1
BBPPPB,PBBP,BBBBBP,1-2-1
PBBBBB,PBBP,BPBBBB,1-2-1
BBBBBB,PPBPP,BBBBPB,2-1-2
PPBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PPBBPP,2-1-2
BBPPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBBP,1-2-1
BBPBBB,PBBP,BPPPBB,1-2-1
PPPBPB,PBBP,BPBBBB,1-2-1
BBBBPB,PBBP,BBBPBP,1-2-1
BPBBBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBBBBP,2-1-2
BPPBBP,BPPB,PPBPPP,1-2-1
BBBPPB,PBBP,BBBBBB,1-2-1
PPPPPB,PBBP,BBPBBB,1-2-1
BBPPBP,BPPB,PBPBBB,1-2-1
BBBBBB,PBBP,BPBPPP,1-2-1
PBPBPP,BBPBB,PPPPBB,2-1-2
PBPBPB,PBBP,BBPPPP,1-2-1
BBPBPB,PBBP,BPPBBP,1-2-1
PPPPPB,PBBP,BPPPPB,1-2-1
PPPBBB,PBBP,BBBPPP,1-2-1
BBPPPP,BPPB,PBPPPP,1-2-1
BPPBBB,PBBP,BBPPBB,1-2-1
PBPPBB,PPBPP,BBPPBP,2-1-2
PPBBBB,PBBP,BBPBBB,1-2-1
BBBBPB,PBBP,BBPPPP,1-2-1
PPPPBP,BPPB,PPBPPP,1-2-1
PPPPBP,BPPB,PPPBBP,1-2-1
BPPPBB,PPBPP,BPPPPB,2-1-2
PBPBPP,BBPBB,PPBBPB,2-1-2
BBPPPB,PBBP,BBBPPP,1-2-1
BPBPPP,BBPBB,PPPBBP,2-1-2
PBPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPBPP,1-2-1
BPBBBP,BPPB,PBBBPB,1-2-1
BBPBPP,BBPBB,PPBBPB,2-1-2
PPPBPP,BBPBB,PPBPPP,2-1-2
BBBBBB,PBBP,BBBPBB,1-2-1
PPPBPB,PBBP,BBPBPP,1-2-1
PPPPBB,PPBPP,BBBPPB,2-1-2
PBPBBB,PBBP,BBPPPB,1-2-1
BBPPPB,PBBP,BPBPPB,1-2-1
BPBPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBBBPP,1-2-1
PBBPPP,BPPB,PPBBPB,1-2-1
PBPPPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPPPPB,1-2-1
PBPBBB,PBBP,BPPPBB,1-2-1
BPPBBB,PBBP,BPPBBP,1-2-1
PPBBPP,BBPBB,PPBBBP,2-1-2
BBPBPB,PBBP,BBPBBB,1-2-1
PPBPBP,BPPB,PPPPPP,1-2-1
PBBPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBBP,1-2-1
BBBBBP,BPPB,PPBBPP,1-2-1
PPPPBP,BPPB,PBBPPP,1-2-1
BBPPPB,PBBP,BBPPBP,1-2-1
PBBPPP,BBPBB,PPPPBB,2-1-2
PPBBPB,PBBP,BBBPBP,1-2-1
PPBPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PPPBPP,1-2-1
PPPPBP,BPPB,PPPPPB,1-2-1
BBBBPB,PBBP,BBPBPP,1-2-1
BBBPPB,PBBP,BPPPPB,1-2-1
BPPBBP,BPPB,PPPPBP,1-2-1
PPBBBB,PBBP,BPPPPB,1-2-1
BBBBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBBPP,1-2-1
PPBBBP,BPPB,PPBPPP,1-2-1
PPBPPP,BPPB,PPBBPB,1-2-1
BPPBPP,BBPBB,PPPPBP,2-1-2
BBBBPB,PBBP,BPBPBB,1-2-1
PBPPPP,BBPBB,PPBBBB,2-1-2
BPBPBP,BPPB,PPPPBB,1-2-1
BBPPPB,PBBP,BBBPPP,1-2-1
BBBBBP,BPPB,PPBPPP,1-2-1
BPBBBB,PBBP,BPPBBP,1-2-1
BBPBPP,BBPBB,PPPBBB,2-1-2
PPBBBP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BBBPBB,1-2-1
BBBBPB,PBBP,BBBBBB,1-2-1
PBBBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBPBP,1-2-1
BBBBBB,PBBP,BPPPBB,1-2-1
PPPPBP,BPPB,PPPBBP,1-2-1
BPPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPBBB,1-2-1
PBBBBB,PPBPP,BPBBBB,2-1-2
BBPBPP,BBPBB,PBBBPP,2-1-2
BPPPPP,BPPB,PBBPPP,1-2-1
BBBPPB,PBBP,BBBBBP,1-2-1
PPPPBP,BPPB,PBPBPB,1-2-1
PBBBBP,BPPB,PBBBPP,1-2-1
PBPBBB,PPBPP,BPBBBP,2-1-2
BBBBBB,PBBP,BBPPBP,1-2-1
BPPPBP,BPPB,PBPBPP,1-2-1
PPBPBP,BPPB,PPPPBP,1-2-1
BBPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBBPPP,1-2-1
BPPBBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPPBBB,2-1-2
BBBPPP,BPPB,PBBPPP,1-2-1
PPBBPB,PBBP,BBPBPP,1-2-1
BBPBPP,BBPBB,PBPPBB,2-1-2
PPPPPB,PBBP,BPPBBB,1-2-1
PPBBBB,PPBPP,BPPBBB,2-1-2
BBBBBB,PBBP,BPBPBP,1-2-1
PBBBBB,PPBPP,BPPPBB,2-1-2
BPPPPP,BPPB,PPPPBP,1-2-1
PPPBPB,PBBP,BBPPPP,1-2-1
PPBPPP,BPPB,PPPPPB,1-2-1
BPPBBB,PBBP,BPBBBP,1-2-1
PPPBPP,BBPBB,PPPPBP,2-1-2
BBPPPP,BPPB,PBBBPB,1-2-1
BBBPPB,PBBP,BBBPBP,1-2-1
BPPBBP,BPPB,PBPBBP,1-2-1
BBBPBB,PPBPP,BBPPPB,2-1-2
BPBBBP,BPPB,PBBPPP,1-2-1
BPPBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPPPP,1-2-1
BPPPPP,BPPB,PBPBBP,1-2-1
BPBPBB,PPBPP,BBPBPB,2-1-2
BPBPBB,PPBPP,BBPBPB,2-1-2
BBPBBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBBBBB,1-2-1
BBBPPB,PBBP,BBPPPP,1-2-1
PBBBBB,PBBP,BPPPPB,1-2-1
BPBPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBBP,1-2-1
BPPPPP,BPPB,PPBPBP,1-2-1
PPPBBB,PPBPP,BBBBBP,2-1-2
PPPBBP,BPPB,PPBBPP,1-2-1
BPPPPB,PBBP,BBPBPB,1-2-1
PPBBPP,BBPBB,PPBBBB,2-1-2
PBPBPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBPPP,1-2-1
PPBBPB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BPBPBB,1-2-1
PPPBPB,PBBP,BPBBBP,1-2-1
PBPBBB,PPBPP,BPPPBB,2-1-2
BBBBBP,BPPB,PPPPBP,1-2-1
BBPPPB,PBBP,BPBPBB,1-2-1
PPPPPP,BBPBB,PPBBPB,2-1-2
PBBPPP,BBPBB,PPPPBB,2-1-2
PBBBBP,BPPB,PBBBPB,1-2-1
PPBBBP,BPPB,PBBBPP,1-2-1
BBBBPB,PBBP,BBPPPP,1-2-1
PPBBBP,BPPB,PPPBBP,1-2-1
BBBBBB,PBBP,BPBPBB,1-2-1
PPPPBP,BPPB,PBPBBB,1-2-1
PBPPPP,BPPB,PPPBBB,1-2-1
PBPBPB,PBBP,BBPBBB,1-2-1
PPBPPP,BPPB,PPPPPP,1-2-1
PPPBBP,BPPB,PPBBBP,1-2-1
PBBBPB,PBBP,BPPBBP,1-2-1
PPBBPP,BBPBB,PBBBBP,2-1-2
BPBBBP,BPPB,PPBBPP,1-2-1
BBPPBB,PPBPP,BPBPPP,2-1-2
PPPBPB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BPBBPP,1-2-1
PPBBPB,PBBP,BBBPBP,1-2-1
BPBBBB,PPBPP,BBPBPB,2-1-2
PBBPPP,BPPB,PPPBPP,1-2-1
BPBBBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBPPBB,1-2-1
BBPBPB,PBBP,BBPPBP,1-2-1
PBBPPP,BBPBB,PBBPPP,2-1-2
PPBBBP,BPPB,PBPPPB,1-2-1
PPBPBP,BPPB,PPBBPP,1-2-1
PPPBBB,PBBP,BPPPPB,1-2-1
PBBPPB,PBBP,BBPBPP,1-2-1
PBBBBP,BPPB,PPPBBP,1-2-1
BBBBPB,PBBP,BPPPBB,1-2-1
PPPBBB,PBBP,BPBBBP,1-2-1
PBBBPB,PBBP,BBBBBB,1-2-1
PPPBBB,PBBP,BBPBPB,1-2-1
BBBBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPBBB,1-2-1
PBPBBP,BBPBB,PBBBPB,2-1-2
BPBBBP,BPPB,PBBBPP,1-2-1
PBBPPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBPBPP,2-1-2
PBBPBP,BPPB,PBBBBB,1-2-1
BBBBBP,BPPB,PPBPBP,1-2-1
PBPPBP,BPPB,PBBBPB,1-2-1
PPPBPP,BBPBB,PPPBPP,2-1-2
BBPBBB,PBBP,BPBBBP,1-2-1
BPPPPB,PBBP,BBPPPB,1-2-1
BBBBBB,PPBPP,BBBPPP,2-1-2
PPBBPB,PBBP,BBPPPB,1-2-1
BPPBBB,PPBPP,BBPBPP,2-1-2
BBPPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBBP,1-2-1
BBBBBP,BPPB,PBBPPP,1-2-1
PBPPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBBBPP,2-1-2
PPPPBB,PPBPP,BBBPBB,2-1-2
PBPBPP,BBPBB,PPPPPP,2-1-2
PPBPPP,BPPB,PBPPBB,1-2-1
BPPBBB,PPBPP,BBBBPP,2-1-2
BPBBBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BPBPPP,1-2-1
PBPBPP,BBPBB,PPBBPB,2-1-2
PBBBBB,PBBP,BPBPBB,1-2-1
PBBBBB,PPBPP,BPBBBB,2-1-2
PBBPBP,BPPB,PBBBBB,1-2-1
BPPPBB,PPBPP,BBPPPP,2-1-2
PPBPBP,BPPB,PPBPBB,1-2-1
BPPPPP,BPPB,PBBBPB,1-2-1
BBBPPP,BPPB,PBPPBB,1-2-1
BPBBBP,BPPB,PPBPBB,1-2-1
PBBPBP,BPPB,PBBPPB,1-2-1
PBPPPP,BBPBB,PPPBBP,2-1-2
PPBBPB,PBBP,BPPPPP,1-2-1
PBPBBB,PBBP,BBPPBP,1-2-1
PBBPBB,PPBPP,BBBBPP,2-1-2
