before,chai_khrong,after,type,length
PBBBPP,PBPBPB,BBBBBP,ชายโครงแท้,6
PBPBBP,PBPBPB,BPPPBP,ชายโครงแท้,6
PPBPBB,BPBPBP,PBPBBB,ชายโครงแท้,6
BPB,BPBPBPB,BPPBPP,ชายโครงแท้,7
PPPPPB,BPBPBP,PBBBBP,ชายโครงแท้,6
PBPPBB,BPBPBP,PBBBPB,ชายโครงแท้,6
BBBBBB,BPBPBP,P,ชายโครงแท้,6
PPPBBP,PBPBPBP,PPBPPB,ชายโครงแท้,7
PPBPBP,PBPBPB,BBBBBP,ชายโครงแท้,6
PPPPPP,PBPBPBP,PBPPBP,ชายโครงแท้,7
P,PBPBPB,BBBBPP,ชายโครงแท้,6
PBPPBB,BPBPBPBP,,ชายโครงแท้,8
BPBBPB,BPBPBPBPB,BPPP,ชายโครงแท้,9
PBPBBB,BPBPBP,PPBBBB,ชายโครงแท้,6
PBBPBB,BPBPBP,PBBPBB,ชายโครงแท้,6
BBPPBB,BPBPBP,PBBPPP,ชายโครงแท้,6
BBBBBB,BPBPBPBPBP,PPPBPB,ชายโครงแท้,10
BBPPBP,PBPBPB,BBBPBB,ชายโครงแท้,6
BPBBBB,BPBPBPB,,ชายโครงแท้,7
PBPBBB,BPBPBP,PBBBPB,ชายโครงแท้,6
BBBBBP,PBPBPBPBPBPBPB,BPPBPP,ชายโครงแท้,14
BBPBBP,PBPBPBP,PBPBBB,ชายโครงแท้,7
PBPBBB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPB,BBBBPP,ชายโครงแท้,6
BBPBBB,BPBPBPB,BPBBBP,ชายโครงแท้,7
BBPBBB,BPBPBPB,BBBPBP,ชายโครงแท้,7
PBPBBB,BPBPBP,PPPBPP,ชายโครงแท้,6
PPPPBB,BPBPBPBPBP,PBBPPB,ชายโครงแท้,10
PBBPPB,BPBPBP,PPPBBB,ชายโครงแท้,6
PPBPPP,PBPBPBPBP,PBPPBP,ชายโครงแท้,9
BPBBPP,PBPBPB,BBPBBB,ชายโครงแท้,6
PPPBBP,PBPBPBP,PBBBBP,ชายโครงแท้,7
PBPBBP,PBPBPB,BPPPBP,ชายโครงแท้,6
BBBBBP,PBPBPBPB,BPPBPB,ชายโครงแท้,8
PBPBBP,PBPBPB,BPPBPB,ชายโครงแท้,6
PBPBBP,PBPBPB,BPBPPB,ชายโครงแท้,6
PPBPBP,PBPBPBP,PPBPBP,ชายโครงแท้,7
BBBPBB,BPBPBP,PPPPPB,ชายโครงแท้,6
PBBBBP,PBPBPBPBP,PPPBBB,ชายโครงแท้,9
PBPBPP,PBPBPB,,ชายโครงแท้,6
BB,BPBPBPBP,PBBPPP,ชายโครงแท้,8
PPPBPB,BPBPBPBPB,BBPBBP,ชายโครงแท้,9
BBBPBB,BPBPBPBPBPB,BPPPPP,ชายโครงแท้,11
BBPBBB,BPBPBPBP,PBBBBP,ชายโครงแท้,8
BBPPBP,PBPBPBP,PPPPBB,ชายโครงแท้,7
PPPPPB,BPBPBPBPBPBP,PBBPBP,ชายโครงแท้,12
PBBPBB,BPBPBPBPBP,PBBPPB,ชายโครงแท้,10
BPPBBB,BPBPBPBP,PPBBPB,ชายโครงแท้,8
BBPPPB,BPBPBPBP,PPPPPB,ชายโครงแท้,8
BBPBBP,PBPBPBP,PBP,ชายโครงแท้,7
BBBBBB,BPBPBP,PPBBBP,ชายโครงแท้,6
PBBPBP,PBPBPBPB,BBBBBB,ชายโครงแท้,8
BBBBBP,PBPBPB,BPPPPP,ชายโครงแท้,6
PPBBBP,PBPBPBPBPB,BBPPPB,ชายโครงแท้,10
BPBBBP,PBPBPB,BPBBBB,ชายโครงแท้,6
BPBBPB,BPBPBP,PPPBPB,ชายโครงแท้,6
BBBPPP,PBPBPBP,PPPPBP,ชายโครงแท้,7
PBPPBB,BPBPBPBPBPB,BPPBPP,ชายโครงแท้,11
PPBBBB,BPBPBPB,BBBBBP,ชายโครงแท้,7
PBPBBB,BPBPBP,PBPPPB,ชายโครงแท้,6
PBPPBP,PBPBPB,BBP,ชายโครงแท้,6
BBPPPB,BPBPBPB,BPPBPP,ชายโครงแท้,7
BPPPBP,PBPBPB,BBPB,ชายโครงแท้,6
BPBBBB,BPBPBPB,BBPBBP,ชายโครงแท้,7
BPBBPP,PBPBPB,BBBBPP,ชายโครงแท้,6
PBBPBB,BPBPBP,PBBB,ชายโครงแท้,6
PBBBPP,PBPBPB,BBBPP,ชายโครงแท้,6
PPBBBP,PBPBPB,BBBBBB,ชายโครงแท้,6
PBPPBB,BPBPBPBPB,BB,ชายโครงแท้,9
PPPPPP,PBPBPBPBP,PBBPPB,ชายโครงแท้,9
PPBPPP,PBPBPBP,PPPBPP,ชายโครงแท้,7
,PBPBPBP,PPBPBB,ชายโครงแท้,7
PPPBPB,BPBPBP,PPPPBP,ชายโครงแท้,6
PPBBBB,BPBPBPB,BPPBBB,ชายโครงแท้,7
PPBPBP,PBPBPBP,PBBBBP,ชายโครงแท้,7
BPBPBB,BPBPBPB,BPPBBB,ชายโครงแท้,7
BBBBBP,PBPBPB,,ชายโครงแท้,6
BBBPPP,PBPBPBPBP,PPPBBB,ชายโครงแท้,9
,PBPBPBP,PPBPBB,ชายโครงแท้,7
BBPBPB,BPBPBP,PPBBBP,ชายโครงแท้,6
PPBPPB,BPBPBP,PBPBPP,ชายโครงแท้,6
BBPBPP,PBPBPBP,PBBBPP,ชายโครงแท้,7
,PBPBPB,BBBPBB,ชายโครงแท้,6
BPPBPB,BPBPBP,PBBBPB,ชายโครงแท้,6
PP,PBPBPB,BPPPPP,ชายโครงแท้,6
BPPBPB,BPBPBPBP,PPBBPB,ชายโครงแท้,8
PPPPBB,BPBPBP,PPB,ชายโครงแท้,6
PPPPBB,BPBPBP,PPPBBP,ชายโครงแท้,6
PBBBBP,PBPBPB,BBPPBP,ชายโครงแท้,6
BBBPPB,BPBPBPB,BPPPPP,ชายโครงแท้,7
BBPPP,PBPBPB,BPBBPP,ชายโครงแท้,6
BBBPPB,BPBPBPB,BBBBPP,ชายโครงแท้,7
BBBBPP,PBPBPB,,ชายโครงแท้,6
BBBBP,PBPBPB,BBPBBP,ชายโครงแท้,6
PPPBPP,PBPBPBPBP,PBPPBB,ชายโครงแท้,9
PBPBPP,PBPBPBP,PPBBBP,ชายโครงแท้,7
PPPBBB,BPBPBPB,BPBBBP,ชายโครงแท้,7
PBBPBB,BPBPBPB,BPPBBP,ชายโครงแท้,7
PBBPBP,PBPBPB,BBBPPP,ชายโครงแท้,6
PPPPPP,PBPBPB,,ชายโครงแท้,6
BPP,PBPBPB,BBPBPB,ชายโครงแท้,6
PBPBBP,PBPBPBPB,BPBBPP,ชายโครงแท้,8
PPPBBB,BPBPBPB,BPPP,ชายโครงแท้,7
PBBPPB,BPBPBP,PPBBBP,ชายโครงแท้,6
PBBPBB,BPBPBP,PPPPPP,ชายโครงแท้,6
PPBBBB,BPBPBP,PBBPPB,ชายโครงแท้,6
BPP,PBPBPBPB,BPPBBP,ชายโครงแท้,8
BBPPPP,PBPBPBPBP,PBBPBB,ชายโครงแท้,9
PPBPBB,BPBPBPBPBP,PBPBP,ชายโครงแท้,10
PPPBBP,PBPBPBP,PPBPBB,ชายโครงแท้,7
BPPPPP,PBPBPB,,ชายโครงแท้,6
PPBPBB,BPBPBPBP,PBPBPB,ชายโครงแท้,8
BPBPBP,PBPBPBPBP,PBBPPP,ชายโครงแท้,9
BBPBBP,PBPBPB,BP,ชายโครงแท้,6
BBPPPP,PBPBPB,BPBBBB,ชายโครงแท้,6
BBBPBP,PBPBPBPBPBP,PBBBBB,ชายโครงแท้,11
PPBBBP,PBPBPB,BPBBBP,ชายโครงแท้,6
BBBPBP,PBPBPB,BBPPBB,ชายโครงแท้,6
BBBPPB,BPBPBPBP,PBBBBP,ชายโครงแท้,8
BBBBPP,PBPBPBP,PBPBBP,ชายโครงแท้,7
PBPPBP,PBPBPBP,PPBPPP,ชายโครงแท้,7
PPPBPP,PBPBPBPBPB,BPPPPP,ชายโครงแท้,10
PBBPBP,PBPBPB,BPBBBP,ชายโครงแท้,6
PPBPBP,PBPBPB,BPPPBB,ชายโครงแท้,6
PPBPBB,BPBPBP,PPPBPB,ชายโครงแท้,6
BPBPPP,PBPBPB,BPPBBP,ชายโครงแท้,6
BPBBPP,PBPBPB,BBBBPB,ชายโครงแท้,6
BP,PBPBPBPBPB,BBBPPP,ชายโครงแท้,10
,BPBPBPB,BBPBPP,ชายโครงแท้,7
BBPBPP,PBPBPB,BPBPBB,ชายโครงแท้,6
BPBBBP,PBPBPB,BBPBBP,ชายโครงแท้,6
PPPPBP,PBPBPBP,PPBPBB,ชายโครงแท้,7
PPPPPP,PBPBPBPB,BPPPBP,ชายโครงแท้,8
PBPP,PBPBPBPB,BPPPPP,ชายโครงแท้,8
,PBPBPBP,PBPBBP,ชายโครงแท้,7
BBPPPP,PBPBPB,BBPPBP,ชายโครงแท้,6
PBP,PBPBPBPBPBPBPBP,PPPPPP,ชายโครงแท้,15
PB,BPBPBP,PBBBPP,ชายโครงแท้,6
BPPBBB,BPBPBPBP,PPPPPB,ชายโครงแท้,8
BPPPPP,PBPBPB,BPPPPP,ชายโครงแท้,6
PBBPPP,PBPBPB,BPBPPP,ชายโครงแท้,6
BPBPPP,PBPBPBP,PBPBBB,ชายโครงแท้,7
PPPBBP,PBPBPB,BPPPPP,ชายโครงแท้,6
PPPBBP,PBPBPBP,PBPPPB,ชายโครงแท้,7
BPBPPB,BPBPBPB,BBBBPB,ชายโครงแท้,7
BBBPBB,BPBPBP,PBPPBP,ชายโครงแท้,6
BBPBBP,PBPBPB,BBBPBP,ชายโครงแท้,6
BPPBBP,PBPBPBP,PBBBPP,ชายโครงแท้,7
PBPBBP,PBPBPBPBP,PBPBB,ชายโครงแท้,9
PBPB,BPBPBP,PPBBBB,ชายโครงแท้,6
PPBPPB,BPBPBPB,BPPPPB,ชายโครงแท้,7
BBPBBP,PBPBPB,BBPBPB,ชายโครงแท้,6
BPBPBB,BPBPBP,PPPPBB,ชายโครงแท้,6
,PBPBPBPBP,PPPPBP,ชายโครงแท้,9
BB,BPBPBP,PPPPBB,ชายโครงแท้,6
PPBPPB,BPBPBP,PPPPBB,ชายโครงแท้,6
BBPBPP,PBPBPB,BPPPPP,ชายโครงแท้,6
BBBPPP,PBPBPBPBPBPBP,PPPBPB,ชายโครงแท้,13
BPBPPP,PBPBPB,BPPBPB,ชายโครงแท้,6
PBPBBP,PBPBPB,BPPPBB,ชายโครงแท้,6
BBBBBP,PBPBPBPBP,PBP,ชายโครงแท้,9
BPPPBP,PBPBPBP,PBBBPB,ชายโครงแท้,7
PBBBBB,BPBPBPB,BPBBP,ชายโครงแท้,7
BBBBPP,PBPBPBPB,BBPBBB,ชายโครงแท้,8
PPPBBB,BPBPBP,PPBBPP,ชายโครงแท้,6
BPPPBP,PBPBPB,,ชายโครงแท้,6
PP,PBPBPB,BPBPBB,ชายโครงแท้,6
PBPBBP,PBPBPB,BBBBBP,ชายโครงแท้,6
PPPPBP,PBPBPB,,ชายโครงแท้,6
BPBBBP,PBPBPB,BBBBBB,ชายโครงแท้,6
BBBBBP,PBPBPBPBP,PBPBBB,ชายโครงแท้,9
PPBPPB,BPBPBPB,BBPBBP,ชายโครงแท้,7
PPBPBB,BPBPBP,PPPPPP,ชายโครงแท้,6
PPPBPB,BPBPBPBPBP,PPP,ชายโครงแท้,10
PBPPBB,BPBPBP,PBBPBP,ชายโครงแท้,6
P,PBPBPB,BBBBBP,ชายโครงแท้,6
BPBBBB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPBPBPBPB,BPBBPB,ชายโครงแท้,12
PBPBBP,PBPBPB,BBBBPP,ชายโครงแท้,6
PPPBBP,PBPBPB,BBBBPP,ชายโครงแท้,6
PPBBBP,PBPBPB,BBPPBB,ชายโครงแท้,6
BBBPPB,BPBPBP,PBPPBP,ชายโครงแท้,6
PPPBBB,BPBPBPBPB,BBPPBP,ชายโครงแท้,9
PBPBBB,BPBPBP,PPPPPB,ชายโครงแท้,6
BBPBPB,BPBPBPBPBPB,BPBBBB,ชายโครงแท้,11
BBBPPP,PBPBPBPBP,PPP,ชายโครงแท้,9
BPPBBB,BPBPBPB,BBB,ชายโครงแท้,7
BPPBPP,PBPBPBPBPB,BBPPPB,ชายโครงแท้,10
BPPBPP,PBPBPBPBPB,BBPPPB,ชายโครงแท้,10
BPBPB,BPBPBP,PBPPPB,ชายโครงแท้,6
PBBPPB,BPBPBPB,BBPBPP,ชายโครงแท้,7
PBPBBB,BPBPBP,PBBBBP,ชายโครงแท้,6
BBPBPP,PBPBPBP,,ชายโครงแท้,7
PBPBBB,BPBPBP,PBPBBB,ชายโครงแท้,6
PBPBBB,BPBPBPB,BBPBBP,ชายโครงแท้,7
PBBPBP,PBPBPBP,PBPBBB,ชายโครงแท้,7
BPPBPP,PBPBPBP,PBPBBB,ชายโครงแท้,7
BBPBPP,PBPBPBPB,BPBPPP,ชายโครงแท้,8
BPPPBB,BPBPBP,PPBB,ชายโครงแท้,6
PPPPPP,PBPBPB,BPBPBB,ชายโครงแท้,6
PBPPPB,BPBPBPBP,PBPBPB,ชายโครงแท้,8
BPBPBP,PBPBPB,BBPBPB,ชายโครงแท้,6
BBBPBP,PBPBPB,BPPPPB,ชายโครงแท้,6
PPBBPP,PBPBPB,BPBBPP,ชายโครงแท้,6
PPBPBB,BPBPBP,PBPPPP,ชายโครงแท้,6
PBPPBB,BPBPBP,PPBPPP,ชายโครงแท้,6
PPBPPP,PBPBPB,BPPPBB,ชายโครงแท้,6
PBBBPP,PBPBPBP,P,ชายโครงแท้,7
PBPPPP,PBPBPBP,PBBPPB,ชายโครงแท้,7
PPBPBP,PBPBPB,BPBBPB,ชายโครงแท้,6
PBPPPP,PBPBPB,BPBBBB,ชายโครงแท้,6
PPPPBP,PBPBPBPB,BBPPPP,ชายโครงแท้,8
PPPBPB,BPBPBPB,BPBBPB,ชายโครงแท้,7
BPPBPP,PBPBPB,BBPPBP,ชายโครงแท้,6
PPBBPP,PBPBPB,BBPBBP,ชายโครงแท้,6
BBPBBP,PBPBPB,BPPBPB,ชายโครงแท้,6
PBPBBP,PBPBPBP,PPBBBP,ชายโครงแท้,7
BPBPPB,BPBPBP,PPPPPP,ชายโครงแท้,6
PPPPBP,PBPBPB,BBB,ชายโครงแท้,6
PB,BPBPBPBP,PPPPPB,ชายโครงแท้,8
PPPPBP,PBPBPBPB,BPBBBB,ชายโครงแท้,8
PPPBPP,PBPBPBP,P,ชายโครงแท้,7
BPBPPP,PBPBPBP,PBBBBB,ชายโครงแท้,7
BBPPPB,BPBPBP,,ชายโครงแท้,6
BPBPPP,PBPBPBP,PPPBPP,ชายโครงแท้,7
PBPBBP,PBPBPBPBPB,BBPBPP,ชายโครงแท้,10
PBBPPP,PBPBPB,BBBBPB,ชายโครงแท้,6
PBPPBP,PBPBPBP,PPBPPP,ชายโครงแท้,7
BPBPPB,BPBPBP,PPBBBB,ชายโครงแท้,6
BBPPBP,PBPBPB,,ชายโครงแท้,6
PPPBBP,PBPBPBP,PPPBBP,ชายโครงแท้,7
PPPBB,BPBPBP,PBBPPB,ชายโครงแท้,6
PBBPPB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPB,BPPPPB,ชายโครงแท้,6
BBPBPP,PBPBPBPB,BBBBPB,ชายโครงแท้,8
PBPBBP,PBPBPB,BPPBBB,ชายโครงแท้,6
BBPPBB,BPBPBPB,,ชายโครงแท้,7
PPBBPP,PBPBPBP,PPPBBB,ชายโครงแท้,7
BPBPPP,PBPBPBPB,BPBPPP,ชายโครงแท้,8
PBPPPB,BPBPBPBPB,BBBBPP,ชายโครงแท้,9
BPPBBP,PBPBPB,BPBPBB,ชายโครงแท้,6
PPPBBP,PBPBPB,B,ชายโครงแท้,6
PPBPPB,BPBPBP,PPPPBB,ชายโครงแท้,6
BPPBPB,BPBPBP,PBBBBB,ชายโครงแท้,6
BBB,BPBPBPBPB,BPBPPB,ชายโครงแท้,9
PBBPBP,PBPBPBPB,BBBPPB,ชายโครงแท้,8
PPBPPB,BPBPBPBP,PPBPPP,ชายโครงแท้,8
BBPBP,PBPBPBPBP,PBPPBB,ชายโครงแท้,9
PBBBPB,BPBPBPBP,PBPB,ชายโครงแท้,8
BBBPPB,BPBPBPBP,PPPPBB,ชายโครงแท้,8
PBPPBP,PBPBPB,BPBPBP,ชายโครงแท้,6
PBPBPB,BPBPBP,PBPPPB,ชายโครงแท้,6
BPPPBB,BPBPBPB,BBPPPP,ชายโครงแท้,7
PPBPPP,PBPBPBPB,BBPBBP,ชายโครงแท้,8
PBBPPP,PBPBPB,BPBBBP,ชายโครงแท้,6
PBBPBP,PBPBPBPB,BBPPPP,ชายโครงแท้,8
PBPPPP,PBPBPBP,PPPBBB,ชายโครงแท้,7
PPB,BPBPBP,PBBBPP,ชายโครงแท้,6
PBPBPP,PBPBPBP,PPPPBB,ชายโครงแท้,7
PPPPPB,BPBPBPBPB,BBPBBP,ชายโครงแท้,9
PBBPPB,BPBPBP,PPBPPP,ชายโครงแท้,6
PBBPPP,PBPBPBP,PBPBPP,ชายโครงแท้,7
BBPBPB,BPBPBPB,BBBBBB,ชายโครงแท้,7
PBBBBP,PBPBPBPBP,,ชายโครงแท้,9
BPPBPB,BPBPBPBP,PPBPBP,ชายโครงแท้,8
PBPBPP,PBPBPBP,PBBPPB,ชายโครงแท้,7
BPPBPP,PBPBPBPB,BPPBBB,ชายโครงแท้,8
BBBP,PBPBPBP,PBPPBB,ชายโครงแท้,7
PBPPBB,BPBPBPBP,PBPPBB,ชายโครงแท้,8
BBBBBB,BPBPBP,PPBPPB,ชายโครงแท้,6
PBP,PBPBPBPBP,PBPPBB,ชายโครงแท้,9
PPPPPP,PBPBPB,BBBPBP,ชายโครงแท้,6
PBBPBB,BPBPBP,PBBPBB,ชายโครงแท้,6
PBPBPP,PBPBPB,BPPBBB,ชายโครงแท้,6
BBPBPP,PBPBPB,BPBBBP,ชายโครงแท้,6
BPB,BPBPBP,PBBPPB,ชายโครงแท้,6
PPPPPP,PBPBPBP,PPBPBB,ชายโครงแท้,7
B,BPBPBP,PBPPPP,ชายโครงแท้,6
PBBBPB,BPBPBP,PBBPPP,ชายโครงแท้,6
BPPPPB,BPBPBPB,BBPPPB,ชายโครงแท้,7
PPPPPP,PBPBPB,BPPPPP,ชายโครงแท้,6
PPBPPB,BPBPBP,PPP,ชายโครงแท้,6
PBPPPP,PBPBPB,BBB,ชายโครงแท้,6
PPPPBB,BPBPBP,PPBBPP,ชายโครงแท้,6
BPBBPP,PBPBPB,BPBPBP,ชายโครงแท้,6
PBPBPB,BPBPBPB,BPBBPP,ชายโครงแท้,7
BPPPBP,PBPBPBP,PPBPBP,ชายโครงแท้,7
PBPBPP,PBPBPB,BPPBPP,ชายโครงแท้,6
BPPPPB,BPBPBP,P,ชายโครงแท้,6
BBBPBP,PBPBPBP,PBPPBB,ชายโครงแท้,7
PPP,PBPBPB,BBPBBP,ชายโครงแท้,6
PPBPBP,PBPBPB,BPBPB,ชายโครงแท้,6
PBPPBP,PBPBPBPB,BPPPPB,ชายโครงแท้,8
,BPBPBPB,BBPPBP,ชายโครงแท้,7
BBPPBP,PBPBPB,BPBBPP,ชายโครงแท้,6
BPPPPP,PBPBPB,BBPBBP,ชายโครงแท้,6
BPPPBP,PBPBPB,BBPPBB,ชายโครงแท้,6
PBBBBP,PBPBPB,,ชายโครงแท้,6
PBBB,BPBPBPB,BBBBBP,ชายโครงแท้,7
PPBPBB,BPBPBPBP,PBPBBP,ชายโครงแท้,8
PBPPBP,PBPBPB,BBBPBB,ชายโครงแท้,6
BPBPPB,BPBPBP,PPPPBP,ชายโครงแท้,6
PPPPPB,BPBPBPBP,PBPPPP,ชายโครงแท้,8
PBBPBP,PBPBPBPBPBP,PPBBBB,ชายโครงแท้,11
PBPP,PBPBPBPB,BBPPPP,ชายโครงแท้,8
PPPBBB,BPBPBPBPB,BPPBBP,ชายโครงแท้,9
PPPBBP,PBPBPB,BBPBBB,ชายโครงแท้,6
PPPBPP,PBPBPB,BBPPPP,ชายโครงแท้,6
PPBBB,BPBPBPBP,PPPPBB,ชายโครงแท้,8
PPPPPB,BPBPBPB,BPPPPB,ชายโครงแท้,7
BBPBBP,PBPBPBP,PPPBBP,ชายโครงแท้,7
,BPBPBPB,BPBPPP,ชายโครงแท้,7
PBPPPB,BPBPBPBPBP,PPBBPP,ชายโครงแท้,10
BBBPPB,BPBPBP,PBPB,ชายโครงแท้,6
PPBBBP,PBPBPBPBP,PPBBBB,ชายโครงแท้,9
BPPBBB,BPBPBPBP,PBBPBP,ชายโครงแท้,8
PBBBPP,PBPBPB,BPBPPP,ชายโครงแท้,6
PBBPPB,BPBPBPBPBP,PPPBPB,ชายโครงแท้,10
PBBBPP,PBPBPB,BBBBBP,ชายโครงแท้,6
BPPPBB,BPBPBP,PPPBBB,ชายโครงแท้,6
BBPBBP,PBPBPBP,PBBBPB,ชายโครงแท้,7
BBPBBB,BPBPBP,PBPPBB,ชายโครงแท้,6
PBBBBB,BPBPBP,PBBBBP,ชายโครงแท้,6
BBPBBB,BPBPBP,PBBBPB,ชายโครงแท้,6
PBPPPP,PBPBPB,BBBBPB,ชายโครงแท้,6
PBPPPP,PBPBPBPB,,ชายโครงแท้,8
BPBBPB,BPBPBPB,BBBBPB,ชายโครงแท้,7
PPPBBB,BPBPBPB,BB,ชายโครงแท้,7
PBPBBB,BPBPBPBPB,BPBPPB,ชายโครงแท้,9
BPPPBB,BPBPBPBPBP,PBPBBB,ชายโครงแท้,10
PPBBBP,PBPBPBP,PPPPBB,ชายโครงแท้,7
PBBBPP,PBPBPBPBPB,BBBBPB,ชายโครงแท้,10
BPBBBB,BPBPBPBP,PBPBPP,ชายโครงแท้,8
BBBBPP,PBPBPBPBP,P,ชายโครงแท้,9
PBBPBP,PBPBPBP,PBBBBB,ชายโครงแท้,7
PBBBPP,PBPBPBPB,BBBB,ชายโครงแท้,8
BBPPBB,BPBPBP,PBBBPP,ชายโครงแท้,6
BPPBBP,PBPBPB,BBBPPB,ชายโครงแท้,6
PBBBBB,BPBPBPBPB,BBBPPB,ชายโครงแท้,9
PPBPBB,BPBPBPBP,PBB,ชายโครงแท้,8
,PBPBPB,BBPBPP,ชายโครงแท้,6
PBBPPB,BPBPBP,P,ชายโครงแท้,6
PBBPBB,BPBPBPB,BBBPPB,ชายโครงแท้,7
BBBBBB,BPBPBP,PPBBPP,ชายโครงแท้,6
BBPPBB,BPBPBPB,,ชายโครงแท้,7
PBBBBB,BPBPBP,PB,ชายโครงแท้,6
BBPBPB,BPBPBPB,BBBBPB,ชายโครงแท้,7
PPBPBP,PBPBPB,BBBPBB,ชายโครงแท้,6
PPPBBP,PBPBPBPB,,ชายโครงแท้,8
PBBBBB,BPBPBP,PBBBBP,ชายโครงแท้,6
PPPPPP,PBPBPBPBPB,BBPPPP,ชายโครงแท้,10
BBBBBP,PBPBPB,BBPBPB,ชายโครงแท้,6
BPBPBB,BPBPBP,PPPBPB,ชายโครงแท้,6
BBPPBP,PBPBPBP,PBPBPB,ชายโครงแท้,7
BPBPBP,PBPBPB,BP,ชายโครงแท้,6
BPPBBB,BPBPBPBPBP,PPPPBP,ชายโครงแท้,10
PBPPPP,PBPBPBPBP,PP,ชายโครงแท้,9
P,PBPBPBPB,BPBBPP,ชายโครงแท้,8
PBPPBB,BPBPBP,PBBPPB,ชายโครงแท้,6
BBBPBB,BPBPBP,PBPPBB,ชายโครงแท้,6
BPBPBB,BPBPBP,PBPPPB,ชายโครงแท้,6
BBBBBP,PBPBPB,BPPBPP,ชายโครงแท้,6
BBBB,BPBPBPBP,PBBBBB,ชายโครงแท้,8
BBPPPP,PBPBPB,BPPBBB,ชายโครงแท้,6
PPBPBP,PBPBPBP,PPBBBP,ชายโครงแท้,7
PBBPPP,PBPBPB,BPBPBP,ชายโครงแท้,6
PBPBPB,BPBPBPB,BPPBPP,ชายโครงแท้,7
BBBPPB,BPBPBPBPB,BBBBPP,ชายโครงแท้,9
PPPPBB,BPBPBPB,BPBBBB,ชายโครงแท้,7
BBPPPB,BPBPBPB,BPPPPP,ชายโครงแท้,7
BPBBBP,PBPBPBP,PPPBBB,ชายโครงแท้,7
,BPBPBPBP,PBBBBP,ชายโครงแท้,8
BPBBBB,BPBPBP,PPBPPP,ชายโครงแท้,6
PPBPPB,BPBPBPB,,ชายโครงแท้,7
BPBBPB,BPBPBP,PBPBBB,ชายโครงแท้,6
PBPBBB,BPBPBPB,BPBBPP,ชายโครงแท้,7
BPPBBP,PBPBPBP,P,ชายโครงแท้,7
BPPPPB,BPBPBPB,BB,ชายโครงแท้,7
BBPBPP,PBPBPB,BPPBBP,ชายโครงแท้,6
PPPPBB,BPBPBP,PPPPBP,ชายโครงแท้,6
,PBPBPBPBPBPB,BPBBBB,ชายโครงแท้,12
PPBBBB,BPBPBPB,BPPPBB,ชายโครงแท้,7
BBPBBB,BPBPBP,PPBBPB,ชายโครงแท้,6
PBPPPP,PBPBPB,BPBBBB,ชายโครงแท้,6
BBBBBB,BPBPBPBP,PPPBBB,ชายโครงแท้,8
BBPBBB,BPBPBPBPBPB,BPBPPB,ชายโครงแท้,11
BPPPPP,PBPBPB,BBBBPB,ชายโครงแท้,6
BPBBBB,BPBPBPBP,PBBPPB,ชายโครงแท้,8
PBBPPB,BPBPBPB,B,ชายโครงแท้,7
PBPPBB,BPBPBP,,ชายโครงแท้,6
,BPBPBPB,BPBBBB,ชายโครงแท้,7
BBBPPB,BPBPBP,PBPPPB,ชายโครงแท้,6
BBBBPP,PBPBPB,BBPBBP,ชายโครงแท้,6
PBBBPB,BPBPBPBP,PPPPBB,ชายโครงแท้,8
PBBPBP,PBPBPB,BPBBPP,ชายโครงแท้,6
BPPPPB,BPBPBPBPBPBPB,BPP,ชายโครงแท้,13
BPB,BPBPBPBPB,BBBBBP,ชายโครงแท้,9
PPB,BPBPBPB,BBPPPP,ชายโครงแท้,7
BBPPPB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPB,BBPBBB,ชายโครงแท้,6
PPB,BPBPBP,PBPBBP,ชายโครงแท้,6
BPBBBB,BPBPBPBPBP,PPBBPP,ชายโครงแท้,10
BBPPBB,BPBPBP,PPBBPP,ชายโครงแท้,6
BBBPBB,BPBPBP,,ชายโครงแท้,6
PPPPBB,BPBPBP,PBBPPB,ชายโครงแท้,6
BPPBBP,PBPBPB,BBBBBB,ชายโครงแท้,6
PP,PBPBPBPBP,PPBPBB,ชายโครงแท้,9
PBBBPP,PBPBPB,BPBBBB,ชายโครงแท้,6
PBPPPP,PBPBPBP,PPPPPB,ชายโครงแท้,7
B,BPBPBPB,BBBPPB,ชายโครงแท้,7
PBBBBP,PBPBPB,BBPPBP,ชายโครงแท้,6
BPBPPB,BPBPBP,PPPBBB,ชายโครงแท้,6
PPPPBP,PBPBPBPB,BBPBBP,ชายโครงแท้,8
PBBBPB,BPBPBP,PBPPBP,ชายโครงแท้,6
PBPPBP,PBPBPBPBP,PPPBBB,ชายโครงแท้,9
PBBBBB,BPBPBP,PPPPBB,ชายโครงแท้,6
BBBPPB,BPBPBPBP,PPPBPP,ชายโครงแท้,8
BBPBBP,PBPBPB,BPPBBB,ชายโครงแท้,6
BBBPPB,BPBPBPBP,PPBPPP,ชายโครงแท้,8
BBBBBP,PBPBPBPB,BBBPBB,ชายโครงแท้,8
PBBBPB,BPBPBP,PPBPBB,ชายโครงแท้,6
PPPBPB,BPBPBPB,BBPBBB,ชายโครงแท้,7
PBBPPP,PBPBPB,BBPPPP,ชายโครงแท้,6
