before,pingpong_tie,after,length,tie_position
PPPPPT,TPTPT,TBPBBP,5,43
PBPPBB,BPBPT,PPPBBP,5,31
BPPBTB,BPBPT,PPBBBP,5,31
TTPBBP,BPBPT,PBBBBB,5,36
BBPPPB,BPBPT,TPPPBB,5,51
BBBBPB,TPTPT,PBTTBP,5,40
PPPPPP,PBPBT,PPPPBP,5,41
BBPTPB,BPBPT,BPBPBB,5,33
TBBBPP,BPBPT,BPBBBT,5,28
BPPTPT,BPBPT,BPBPPP,5,28
BPPTBB,BPBPT,PPBBTP,5,10
BTPPBP,BPBPT,PPBBBP,5,24
PBBTPP,BPBPT,PBBBBB,5,60
BBBPPB,PBPBT,BBPBPB,5,58
BBBPBP,PBPBT,PPBTPB,5,60
BPPBBT,PBPBT,BPBBBB,5,41
PBPBBP,PBPBT,BBBPPB,5,15
BBPPPB,BPBPT,BPTPBB,5,23
BTBBBP,BPBPT,PPBPPT,5,10
BPPBPP,PBPBT,PPTBPP,5,45
PBBBPP,BPBPT,BTPBBB,5,51
PPPTPP,PBPBT,PPBPBB,5,30
TBPPPP,PBPBT,PBBPPB,5,59
PTPPBT,BPBPT,PBPTBB,5,36
BPBTBP,BPBPT,PPBPPB,5,29
TPPPPT,PBPBT,PBBPPB,5,42
PPBPPB,PBPBT,PBBBPB,5,27
PTBBPP,PBPBT,TBBPPB,5,52
PPPTBT,PBPBT,PPPBBP,5,25
PPPTBT,PBPBT,PPPBBP,5,25
BPPBBB,BPBPT,TPPPPT,5,48
BBTPBB,PBPBT,BPPBPP,5,33
BBTTBB,PBPBT,PPBPPB,5,52
BBPPPP,BPBPT,PBPPPB,5,31
PPBTPP,TPTPT,BPPPTP,5,49
TBBTBB,BPBPT,PBBPPB,5,50
BBBPPB,BPBPT,TPPBBT,5,44
PPBBPB,BPBPT,PPPBPP,5,27
PBPBPP,PBPBT,BPPBBB,5,46
PPPPPT,PBPBT,BPBBBB,5,14
PPBPPP,PBPBT,TBPTBB,5,38
PPPBBP,PBPBT,BBPBBB,5,26
PPPBBP,PBPBT,BBPBBB,5,26
BPBPBB,TPTPT,BBBBBP,5,32
BPBBPB,BPBPT,PPBBPP,5,42
BPBTBB,PBPBT,TBBPPP,5,10
BTBPPP,BPBPT,BBBPPB,5,27
PBPBPP,PBPBT,TPTBPP,5,32
PBPBPB,BPBPT,PBPPPP,5,18
BPPTPP,PBPBT,BBPTBP,5,27
PPBBPB,PBPBT,BPBBPP,5,34
PTBPBP,BPBPT,BBBPPB,5,24
PBBBPB,PBPBT,TPTTPP,5,63
BPPPBP,PBPBT,TBBBBT,5,41
BBPBBB,BPBPT,BBBPTB,5,119
BBBBPB,PBPBT,BPBPBB,5,35
BBBBPB,PBPBT,BPBPBB,5,35
PBBPBB,BPBPT,PBPBBP,5,12
PTPPPB,PBPBT,PBPBBB,5,36
PPBPBP,BPBPT,PBPTPP,5,57
BBPPPT,PBPBT,PPPPBP,5,11
BPBTBB,PBPBT,BPPPPB,5,52
TPPTPT,PBPBT,PBBPPT,5,11
BBBPPP,BPBPT,BBPBPB,5,35
PPPBBT,PBPBT,PBBBPT,5,17
PPBBPP,PBPBT,BBBPPB,5,40
PPBBPP,PBPBT,TBBPBB,5,20
BPTPBB,BPBPT,PPPBBP,5,44
BPPPTP,BPBPT,BBPBBP,5,15
BBBPPB,BPBPT,PBPBBB,5,15
BTPBBB,BPBPT,BPBBPB,5,45
PTBPBB,BPBPT,TTBBPB,5,32
BPBBPP,PBPBT,BPPPPB,5,22
BBBBBB,BPBPT,BTPBPP,5,33
BPPBBP,BPBPT,BBPPBP,5,47
BPPPBB,BPBPT,BBPBBP,5,44
PPTPBB,PBPBT,PPPTPP,5,62
BPTBBP,PBPBT,PTPPPP,5,36
PTPPPP,TBTBT,BBPBBB,5,47
BBBBBB,BPBPT,BBPPPP,5,37
BPPPPT,PBPBT,BPBBPB,5,55
PPPBPB,BPBPT,PPPBPB,5,49
PPPBBB,PBPBT,PBBPBB,5,59
BBPPPP,BPBPT,BPPPPP,5,26
BPPPBB,PBPBT,BPBPBT,5,36
PBPBTB,PBPBT,PPBPPP,5,42
PBPPBB,BPBPT,BPBTBB,5,12
PBPBBB,BPBPT,BTPTPB,5,22
PBBPPP,BPBPT,BBBTPB,5,10
TBPPBP,PBPBT,PBPPTP,5,15
PBPBBB,PBPBT,BPTPPB,5,50
BBTPPT,PBPBT,PBPPPP,5,17
BBTPBP,BPBPT,PPBBPB,5,11
TBBBBB,BPBPT,BPBPPB,5,57
PPTBBP,PBPBT,BPPTTB,5,29
PBPTPB,PBPBT,PPBPPT,5,14
PPTBPP,PBPBT,PPPBPB,5,50
PPPBBP,BPBPT,BPBBBB,5,32
BPPBBB,BPBPT,PPPBBT,5,55
PBPPPB,BPBPT,BPPPPP,5,25
BPPPPP,BPBPT,TTBPPB,5,16
BPTBPP,BPBPT,TBBPBT,5,32
TPPPBB,PBPBT,PPBPBB,5,15
PPBBPP,PBPBT,BBBPBB,5,44
PBPPPP,BPBPT,TBBPPP,5,60
PBPPPP,BPBPT,TBBPPP,5,60
PPPPBP,PBPBT,BBTPPP,5,66
BPPPBP,BPBPT,TBBBBT,5,68
PPBPTP,PBPBT,BBPBTP,5,10
PPBBBT,BPBPT,PTBBPP,5,26
PPBPPP,BTBTT,PPBBTT,5,41
BBPPPP,PBPBT,BPTBPB,5,25
PPBTPP,BTBTT,BBPBPB,5,17
PTPTBP,BPBPT,BBBPPP,5,62
PPBBPT,PBPBT,BBBBPB,5,35
BBPBBP,BPBPT,PTPPBB,5,21
PPPBTP,BPBPT,BPBBPP,5,90
BPBBPB,TBTBT,PBBTPB,5,83
PBPBBT,BPBPT,BPBBBP,5,98
PBBBBB,BPBPT,TTPPBB,5,34
PPTPPP,PBPBT,BBBBTB,5,40
BBBBPT,TPTPT,TTPPPP,5,69
BTBBBB,BPBPT,PTBBPP,5,31
TBBPPB,PBPBT,PPBPBP,5,43
TBPPPP,BPBPT,PTPBPT,5,34
PBBPPP,BPBPT,PPPBPP,5,32
BBPPBB,PBPBT,TPPPPP,5,60
BBBBPB,BPBPT,BBPPPB,5,25
PBBPPP,PBPBT,BPPPTP,5,12
PBPBBT,TPTPT,BBBPPB,5,52
BBBPPP,BPBPT,TBBBBP,5,47
PPBBBT,TBTBT,BPPBPT,5,37
BTBBPP,TPTPT,TPBPPB,5,32
BBPPPB,BPBPT,PPBBPP,5,41
PBBPPP,PBPBT,PBBBBP,5,21
BPBPPP,PBPBT,PPTTPB,5,11
BBBPPB,BPBPT,PBPPPB,5,29
PBBPPB,BPBPT,PBPPPB,5,20
BPPPTB,BPBPT,PPPBBP,5,27
BBBBBB,PBPBT,TBPPPT,5,21
BPPPBP,BPBPT,TBPPBB,5,18
PPPPPB,BPBPT,BBBPBB,5,28
BBBTTT,PBPBT,TPBBBB,5,48
TBBTBB,BPBPT,PPBPBP,5,35
TTTTBB,BPBPT,TTPTTT,5,33
TBBBBB,BPBPT,BPPBPB,5,33
BPTTTP,BTBTT,BBBTBT,5,78
PPPPPP,PBPBT,BTTPPB,5,70
BBBBBB,BPBPT,TPPPBB,5,20
PBPBBP,PBPBT,TPPBBB,5,54
PPPBPB,BPBPT,TPBBBB,5,15
BBBBBB,BTBTT,PPPBBB,5,37
PPBPPB,BPBPT,PBTTTP,5,60
BBPPPB,BPBPT,PPPPPB,5,41
PPPBPB,PBPBT,BBBTPB,5,14
BBBBBP,PTPTT,PPBTPP,5,59
BBPBBB,PBPBT,BPPPPB,5,65
PTBPPP,BPBPT,BPTBBB,5,33
BBBBTT,PBPBT,PPBBTP,5,56
BTPPBB,PBPBT,TTTBBP,5,13
BBPPTB,BPBPT,BBBBPB,5,36
PTBBBB,PBPBT,BPPBPP,5,45
BPBBPB,BPBPT,BPBPPP,5,73
PBBPPP,BPBPT,TBTPTB,5,60
PBPBPP,PBPBT,PTBPPP,5,40
BBBPBB,PBPBT,PTPBTB,5,28
PPBBBP,BPBPT,BPBBPP,5,33
PPBBTT,TPTPT,BBPPBP,5,47
BBBBPT,BPBPT,PBBPPB,5,24
PPBTBP,TBTBT,PBPPBP,5,25
TPPTPP,BPBPT,BPPPPB,5,27
BBPPTP,BPBPT,BBBBBB,5,39
PBBPPT,BPBPT,PPBBBP,5,33
BBBBBB,PBPBT,TBPBBP,5,61
PBPBBB,BTBTT,PBBPBB,5,69
PPTBBB,BPBPT,PBBBBB,5,28
BPBBBB,TBTBT,BBPBPP,5,53
BBPBPB,BPBPT,BBPPBB,5,20
BPBPBP,BPBPT,PPBPPP,5,50
BBPBBP,BTBTT,PBPPBP,5,62
PPBBPP,PTPTT,BBBPPP,5,52
BBPPPP,PBPBT,TTPBBB,5,27
BBPBBP,BPBPT,PPPPPP,5,48
PBBPPB,BPBPT,BBBBPP,5,27
BTPTBP,BPBPT,BBBPPB,5,10
TBBPPT,PBPBT,PBBBBP,5,34
PBBPPT,PBPBT,BTPBBP,5,66
PTTBPP,PBPBT,BBPPBP,5,63
BBPPBP,TBTBT,BBPBTB,5,40
BBBTPB,PBPBT,BTBPPB,5,42
BBBBBB,BPBPT,PTBBPB,5,62
BBBPPB,PBPBT,TTBBPP,5,56
BPPPBB,PBPBT,TBBBPP,5,52
PBBPTB,BTBTT,TPBPBP,5,63
PPPBTB,PBPBT,TBTTBB,5,37
BPBBBB,PBPBT,TPBPTB,5,32
BPPBPP,BPBPT,PPBBPP,5,21
BBBBBP,PBPBT,PBPPPB,5,27
BBBPPP,PBPBT,BBBPTB,5,56
BBPPPP,BPBPT,PPBBPP,5,16
PPPBBB,PBPBT,PBPPBB,5,39
BBPPBT,BPBPT,TBTBBP,5,14
BPBPPB,PBPBT,TPBBBP,5,10
PPPBTT,BPBPT,PPBBBP,5,46
PPPBPP,PBPBT,PPBPPP,5,58
BBPPPT,TPTPT,BBPPBP,5,18
PPPBBP,PBPBT,PTBBPP,5,35
BPPPPP,PBPBT,BPBPPP,5,46
BBPBBP,PBPBT,TBBBBP,5,69
BPPPPP,PBPBT,PBBTBT,5,23
BPPTTP,PBPBT,BBBTPP,5,16
BPPPPT,PBPBT,BPPPTB,5,58
BBBBBB,PBPBT,BPPPPT,5,32
PPPPPP,PBPBT,BTPPBP,5,15
BPPBBP,PBPBT,TBPTBB,5,33
PBPBPT,PBPBT,BBBBBB,5,13
BBPPPB,PBPBT,PPBBBB,5,52
BBPBBB,PBPBT,TBBBPB,5,24
BBBBTT,PBPBT,BBTTTP,5,74
TPBPPP,PBPBT,TBPBTP,5,28
BPTBBB,PBPBT,BPPTPP,5,73
PBBBBT,BPBPT,PBTBPT,5,22
BBBPPP,PBPBT,TBBPBP,5,22
BPPPPP,PBPBT,TBBPPP,5,15
PBPPBB,PBPBT,PPBPPP,5,43
PBPBBB,PBPBT,PBBBBT,5,56
PBBBPP,PBPBT,BTPBPB,5,61
BBPBBB,PBPBT,PBBBPB,5,29
PPPPPB,PBPBT,BPPPPP,5,11
BPPPBB,BPBPT,PPPPPP,5,41
PBBPBB,BPBPT,BPBPBB,5,38
BBBPPB,BPBPT,TBBBBP,5,59
PPTPPP,BPBPT,PPPBPB,5,17
BPBBPT,BPBPT,TTBBBP,5,25
PPBBPP,PBPBT,BBPPBB,5,31
PPPPPP,PBPBT,PPPTPB,5,61
BBBPPP,TBTBT,PPBBBP,5,16
BTTBBP,PBPBT,TTBBPP,5,57
BPBBBP,PTPTT,PPPPPB,5,18
BBPTBB,BPBPT,PBPBBT,5,52
BTTBBP,PBPBT,BBBPPT,5,58
PPTBBB,BPBPT,BBPBBP,5,45
BPPBBT,BPBPT,PBBBPB,5,62
BBBBBT,TBTBT,TPPBPP,5,10
PPPPPP,PBPBT,PPPPBP,5,47
PBPPBP,PBPBT,PBPBPB,5,32
BPPPPB,BPBPT,PBBBBT,5,24
PBPPBB,BTBTT,BPPPPP,5,68
PBPPBB,BTBTT,BPPPPP,5,68
BPBBBB,BPBPT,BPBBPP,5,48
PTTBBP,PBPBT,BPPBBB,5,29
TBPPBP,PBPBT,BPBBPP,5,25
BBPBBT,BPBPT,BPPPPB,5,17
TPBPBB,PBPBT,PBPBBB,5,48
PTBTBB,BPBPT,TBBBBB,5,37
BPBBPP,PBPBT,BBBPTB,5,24
PPBTPB,PBPBT,PBPPPB,5,51
PPTBBB,PBPBT,BPPBPB,5,20
PBPPPB,PBPBT,PPPPTP,5,51
PPBBPB,BPBPT,TPBPTB,5,57
PPPPPB,PBPBT,PPPTBP,5,60
PPBBBT,PBPBT,PBPPPP,5,33
PTPPPB,BPBPT,BBPPBB,5,47
BPPPPB,BTBTT,BPPBPP,5,19
BBBBBB,BPBPT,TBTPBB,5,36
BPBPPP,BPBPT,PBPBBB,5,56
BPPBBP,PBPBT,PPBBPB,5,42
PBTPPB,BPBPT,BBPBBP,5,50
PPPPPB,BPBPT,PPBBBB,5,10
BBBBBB,BPBPT,PPTTBB,5,33
BBTPTT,TBTBT,TBBPBB,5,59
PPBPBP,BPBPT,BPPPBT,5,21
PBTPBB,BPBPT,BPBBPB,5,33
BBBBBP,BPBPT,BPPPBB,5,11
PPPPPB,BPBPT,BBBBPP,5,66
PPBPPP,PBPBT,BBBBPT,5,16
BPPPPB,BPBPT,TBPPBT,5,36
PPBPBB,BPBPT,BBPBBP,5,51
PPBPBB,BPBPT,BBPBBP,5,51
BPPBPP,BPBPT,TBPPPP,5,49
PPPTPB,BPBPT,TBBPTB,5,33
TBBTPB,BPBPT,BBBTBT,5,44
PPBPTB,BPBPT,PPTPPB,5,57
TBBBPP,BTBTT,BBTTBT,5,47
PBPTPB,BPBPT,BBPPBB,5,17
BTPBPT,PBPBT,PBBPTB,5,51
BBBPPB,BPBPT,BBBPPP,5,45
TPBBBP,PBPBT,BBPBBP,5,28
PPPPBP,PBPBT,PTTPPP,5,54
BBPBPP,BPBPT,BBBPPB,5,37
TPPPBB,PBPBT,BBBBBB,5,59
BBPBBP,TPTPT,BPPBPB,5,48
PPPPBP,PBPBT,TPTBBP,5,50
PBPBBB,PBPBT,PPPPPB,5,26
PBBBBB,PBPBT,BPBPBB,5,56
BTPBPP,BPBPT,PBPPPT,5,66
PBPPBP,PBPBT,PPPBBB,5,57
PPBPPB,PBPBT,BPPBBB,5,33
BPPPPB,BPBPT,PBBPBB,5,65
PPBPPB,PBPBT,BPPBBB,5,33
BPPPPB,BPBPT,PBBPBB,5,65
BBBBTB,PBPBT,BBPPBP,5,22
BPPBPB,PBPBT,BPPBBP,5,52
PPBPPB,BPBPT,PPTTBB,5,28
PPPPBP,PBPBT,TPTBPP,5,36
BBPBBB,PTPTT,BPPBPP,5,22
PBBPPP,BPBPT,PPPPPT,5,35
PPBPPP,PBPBT,BTBTTP,5,20
PPBPBT,BTBTT,PPBBPB,5,25
BBPPBB,BPBPT,BPPPPB,5,18
PPBBBP,BTBTT,BPBTBB,5,24
BPTPPP,PBPBT,PPPTPP,5,49
BTPTBB,BPBPT,PPPBBT,5,57
PBBBPB,PBPBT,BPPTBB,5,17
BPPBPB,BPBPT,TTPPPB,5,23
BTBPBP,BPBPT,PPPBBB,5,47
TBPBBP,PBPBT,BPBBPP,5,17
BBPBBB,BPBPT,PBBBPB,5,59
BBPPPP,PBPBT,BBBPPP,5,32
PBBPPP,BPBPT,TBBTPB,5,31
PPPPBP,PBPBT,BBBBTP,5,21
BBPPPB,BPBPT,PBBTPB,5,38
BTTBBP,BPBPT,BTTPBP,5,62
BBBPBB,PBPBT,PBBPBP,5,50
BBBPPP,PBPBT,TTPBTT,5,69
TPBBPB,PBPBT,PBBBPB,5,20
TPBBPB,PBPBT,PBBBPB,5,20
PPPBBP,PBPBT,BBPBPP,5,39
PBBTPP,PBPBT,BPPPBT,5,28
BTTTBP,BPBPT,BBBPPT,5,67
BBPPPB,BPBPT,BTBBPP,5,40
BPPTBP,BPBPT,TPBPBP,5,49
PPPBTB,PBPBT,PBTTBB,5,58
TPBBPP,PBPBT,PTTPPB,5,43
BBTPPB,BPBPT,BPTTPP,5,37
TTPBBP,BPBPT,BBBBBP,5,59
BPBBBB,PBPBT,BTPPBP,5,24
BTPPBP,BPBPT,BTPTPP,5,35
BPBPPP,BPBPT,PBBPBB,5,20
TPBTPB,BPBPT,PPBBPB,5,53
BBBPBB,PBPBT,PTPPPB,5,86
BBBBBP,PBPBT,BBPBBP,5,16
PPPBBB,BPBPT,BPPBBB,5,44
PPPBBP,PBPBT,PBBBBB,5,19
PBBPPB,BPBPT,BTBTBB,5,57
BPBBBB,BPBPT,BPPPTB,5,10
BBPPTP,PBPBT,BPBBBB,5,66
PPPPBB,PBPBT,PTTTBP,5,23
BBBBTB,PBPBT,BPPBPB,5,60
PBPBPB,BPBPT,PBPPPP,5,44
PPBPPT,PBPBT,BBBPBP,5,13
PPBBBP,PBPBT,TBPBPT,5,24
PBPBTT,BPBPT,BBPPBB,5,30
BBPPPB,BPBPT,BTBBBB,5,14
PBBBPP,BPBPT,PPPPPP,5,53
PPPBBB,BPBPT,TTPPPT,5,40
BPTTPP,BPBPT,TBBPBB,5,26
PBPBBP,BPBPT,PPBBBP,5,20
BBBBPB,BPBPT,PPTPPT,5,33
PTBPBB,BPBPT,PBPPBP,5,34
BPPBPB,PBPBT,PBBPPB,5,10
BBPTTB,BPBPT,BBPPPP,5,54
PBBPPB,BPBPT,BBPBBP,5,15
PBPPPB,BPBPT,BBBPPP,5,14
BTBBPB,BPBPT,PPBPPB,5,56
BPPPPP,BPBPT,BPPPBP,5,52
BBBPBP,BPBPT,TPPPBP,5,73
PPPPBT,BPBPT,BBPTBB,5,39
PPPPPB,BPBPT,PPPTPB,5,31
BPTBPB,BPBPT,PPTTBB,5,19
TPPPBB,PBPBT,PTPBBB,5,20
BBBBBP,BPBPT,TBPPBB,5,64
BBBBPP,PBPBT,BBBPBB,5,29
BPBBBT,PBPBT,BBTTTB,5,61
BPPBBB,BPBPT,PPBPBP,5,29
PPBPPP,TBTBT,PPPPTP,5,21
PBBPBB,BPBPT,BPPBPB,5,27
BTBBPP,PBPBT,TBPBTP,5,50
PBBPPP,PBPBT,TBBBPB,5,30
BPBBPP,PBPBT,BBPTPP,5,21
PBTBBP,TPTPT,BBPBTT,5,45
BBPPPB,BPBPT,TPPBPP,5,48
BTPPTT,BPBPT,PBBBPP,5,49
BBPTBP,BPBPT,PPBPBT,5,33
BPBPTP,PBPBT,BBBPTT,5,39
BBPPBP,PBPBT,PBPPBP,5,15
BPBBBP,PBPBT,PPBPBB,5,17
BBPPPB,BPBPT,TBBPBB,5,53
PPBBBB,PBPBT,BBPPBB,5,42
BBTPBP,PBPBT,PBBBBP,5,11
PPBBTP,PBPBT,BBBBBB,5,56
BPBBPP,PBPBT,BBTPPB,5,25
PBPPPP,BPBPT,BPPTBB,5,39
TTTTPP,PBPBT,BPBBTP,5,11
BBBBBT,PBPBT,BBPPBP,5,55
PBPPPB,PBPBT,PPPPPB,5,18
BBBPBP,BPBPT,PPPBPP,5,51
BBPTPP,PBPBT,BBPBPB,5,14
BBBPPB,TBTBT,PBBTBP,5,60
BBPBPB,BPBPT,PPBBBP,5,52
TTPPPB,PTPTT,BPBBPP,5,13
BPBBBB,BPBPT,PPPBBT,5,29
PPPBBP,PBPBT,TTBPBB,5,30
PBBPPP,PBPBT,BBPPPT,5,14
PPTBPP,PBPBT,BPPBBP,5,11
PTPTPB,BTBTT,PPBBTB,5,27
PBBBPP,PBPBT,PBPTTP,5,56
BBBBPB,PBPBT,BBTBPB,5,25
PPPPBB,BPBPT,BBTBBB,5,19
TBPPTP,PBPBT,BPBBPP,5,42
PBBPPP,BPBPT,TBTBPB,5,12
PPPTBB,PBPBT,TPPPPP,5,20
BBBBBP,BPBPT,PPBBPP,5,57
BBTTBT,BPBPT,PBPBBB,5,49
PPBBPT,BPBPT,BPPBPP,5,46
PPBBBB,BPBPT,BBBPBT,5,50
PPBBBB,PBPBT,PBBBPP,5,50
BBPPPP,BPBPT,BPBBPP,5,15
PBPTTP,PBPBT,PBBBPP,5,39
BPBBBP,BPBPT,BPTPBP,5,35
PPBPPB,BPBPT,BBBBBP,5,60
PBPPPB,BPBPT,BPBBPP,5,22
PTBBPB,PBPBT,PPTPPT,5,31
BBBBBP,BPBPT,PPPPBB,5,38
PBPPTP,BPBPT,BBBBBB,5,49
BPBBBB,PBPBT,PPPBPP,5,19
TPBPBB,PBPBT,TPPTBP,5,39
BBBTPP,BPBPT,PTPPPP,5,13
PBBBTT,PBPBT,PPPBBP,5,44
PBPPPP,PBPBT,PPBBBB,5,42
PTPBTT,PBPBT,PPPPBP,5,47
BPPBTT,BPBPT,PPBTBT,5,14
PBPTPP,BTBTT,PPBPBT,5,21
BTBTTP,PBPBT,TPBPBB,5,27
BPBBBB,PBPBT,PPPPPB,5,40
TTPPTB,BPBPT,BPPPPP,5,11
PPBBPB,PBPBT,BPBBPB,5,45
PBTBPB,BPBPT,PPPBPB,5,53
PTPPBP,BPBPT,BBPPPB,5,51
PBBBPT,BPBPT,BTPPPP,5,43
TPBPTP,BPBPT,BPBPBT,5,33
BPBPTB,PBPBT,PPBPBB,5,39
BBBPPB,BPBPT,BTBPBB,5,30
PBPPPP,PBPBT,TBPPPP,5,61
BPBBPB,PBPBT,BBPPPB,5,24
PPPPBB,BPBPT,BBPPBT,5,37
PBPBBP,PBPBT,PBPBPB,5,33
PPBBPB,BPBPT,BPPBPP,5,57
BTPPPP,BPBPT,TPBBPB,5,33
PTTPBB,PBPBT,BPBBBP,5,42
BTTPPB,PBPBT,BTPBPT,5,16
PBPPPB,BPBPT,PPPPPB,5,56
BTPBPT,BPBPT,PTPBPP,5,67
BPBPPP,PBPBT,PPBPBB,5,22
TBTPBP,BPBPT,PBPBPT,5,11
BPBPTP,BPBPT,PBBBBB,5,17
TBBBPB,PBPBT,BPBBBB,5,11
PPBBBB,BPBPT,PPPTPP,5,20
BBPPPB,BPBPT,BBPBBT,5,52
BBBPBB,PBPBT,BBPPBB,5,52
PPPBPP,PBPBT,PPBBPT,5,10
PBBBPP,BPBPT,BPPBPB,5,33
TBBPBB,BPBPT,PPBPTP,5,14
BPPPPP,BPBPT,BBBBBB,5,64
PBPPBB,PBPBT,BBBTPB,5,21
PBPBPB,BPBPT,BPBBBP,5,45
PPBTTB,PBPBT,PPBBBT,5,23
BPPPPP,BPBPT,BBPPPP,5,51
TBPPPP,PTPTT,BPBTBB,5,40
TBBPTB,PBPBT,PPTPBT,5,54
BBBPPP,BPBPT,BTBBBB,5,28
PBBBPB,PBPBT,PBBBBP,5,27
BBBPPP,BPBPT,TBPBPP,5,33
PPPBBP,BPBPT,TPTPBB,5,30
BPPBPP,PBPBT,TPTBPP,5,29
PBPPPP,PBPBT,PPBTTB,5,34
PPPBPP,PBPBT,PBBTBB,5,34
PBPBPB,PBPBT,PPBBPP,5,59
BBPPBP,BPBPT,PPPBPB,5,19
PBPTPP,PBPBT,TBPBBB,5,26
BPBBPB,BPBPT,BPBBPP,5,46
BBBPTB,BPBPT,TPBTBB,5,59
PBBPPP,TPTPT,PBBPBB,5,62
PPPBPP,BPBPT,BBPBPP,5,53
BBPBBB,PTPTT,PBPBPP,5,49
PBBBPT,BPBPT,BBTPBP,5,98
BPBPPB,BPBPT,BBPPPB,5,25
PTBBPP,PBPBT,BBBPTB,5,34
PPBBPT,TBTBT,PPPBPB,5,112
BPPBBP,PBPBT,PBPPBB,5,42
BBBPBP,BPBPT,PPBTTP,5,74
BBBPBP,BPBPT,BBBPPT,5,125
PPPBBB,PBPBT,PPPBBP,5,63
BBPBBT,TPTPT,PBBBPB,5,59
BPPBTP,PBPBT,PPBBBB,5,34
PBTBPP,BPBPT,PBBPBP,5,16
PBPBBP,PBPBT,BPPPPP,5,49
BBPBBB,PBPBT,BPBBBB,5,40
PTPPPP,PBPBT,PPBBPP,5,40
BPPBBP,PBPBT,TTPTPP,5,63
BBBTBB,PBPBT,PPBBTP,5,38
PBPPPP,PBPBT,PPPPBP,5,18
BBBBBP,PBPBT,PPBPPT,5,19
PTPPPB,PBPBT,BPBPTB,5,19
BPBPBT,BPBPT,BBTPBP,5,24
PBPBPP,TPTPT,BBPPTB,5,58
PPPBBB,BPBPT,PPBBBP,5,24
BBPBBT,BPBPT,BPBPPB,5,60
BBPPBB,PBPBT,BTBPPB,5,46
BTBBPP,BPBPT,TPBBBB,5,11
TPPPBP,BPBPT,PPPPPP,5,17
BBBPPP,PBPBT,BPTTBB,5,41
PPPBPB,BPBPT,TBTPPB,5,12
TBBPPP,PBPBT,TBBPBP,5,37
PBBPBB,BPBPT,TBBPBP,5,69
BPTTBB,PBPBT,BBBPTB,5,77
BPPPTP,BPBPT,BBBTBB,5,43
PTPTPB,PBPBT,BPPPTP,5,48
BBPBBB,PBPBT,TPPBPB,5,27
PBPPPB,PBPBT,PPBPPP,5,58
PBPBBP,PBPBT,BPPPTT,5,34
BBPBBB,PBPBT,BPBPBB,5,57
TPPBPB,BPBPT,BBPPBP,5,22
PPBBBB,PBPBT,BBTBBB,5,58
BPBPBP,PBPBT,BBPBPB,5,14
BPBBPB,PBPBT,BPPPPB,5,28
PTBPBP,PBPBT,BBPPBP,5,36
PBPBPP,BPBPT,PBBBPP,5,39
PPBBBB,BPBPT,BPBPPB,5,52
PBPPBT,BPBPT,BBTPPB,5,10
BBPBBB,BPBPT,BPPPPB,5,47
BPPPBB,BPBPT,TTPPPP,5,46
PBPPBP,BPBPT,BBTPPT,5,39
PPPBPB,BPBPT,PPTBPB,5,18
PBTBBB,PBPBT,PPPPPB,5,41
BBBPPP,BPBPT,PPPBPP,5,46
PBBPPP,PBPBT,TBBTPB,5,21
BPPPPB,PBPBT,BBBPBB,5,54
BTBPPB,PBPBT,BBPPBP,5,51
BPBPPB,PBPBT,BPBPTP,5,26
BPBPBT,BPBPT,PPPBPB,5,31
BPTPPP,BPBPT,TPPBBP,5,39
PTTPPP,PBPBT,BBBBPP,5,23
BBBBBB,BTBTT,PBBPPB,5,53
TBPBBB,BPBPT,BBPPTP,5,51
BPBBBB,BPBPT,TBBBBB,5,13
PPPTBT,BPBPT,PBPTPP,5,39
TBPBPB,PBPBT,BBBBTP,5,37
PTPBPB,BPBPT,PPBBBT,5,31
PBBBPB,BPBPT,BTBBBB,5,19
BPBPPP,BPBPT,BTBPBP,5,10
PPPPBB,BPBPT,PBPBPB,5,36
PBTPPB,BPBPT,TBPBBB,5,39
PPPPPP,BPBPT,PPPBPP,5,42
PPPBPB,BPBPT,PPBTBB,5,69
BTTTTB,PBPBT,TPBBTT,5,52
PTPBPB,BPBPT,PPPBPP,5,51
BPBBPB,BPBPT,PBBBBT,5,37
BBPBPP,TBTBT,PBBPPP,5,12
BBBTPP,PBPBT,BBPPBB,5,48
BTBBPP,PBPBT,TBPPPB,5,47
BPBPPB,PBPBT,BPTPPP,5,37
BTTBBP,PBPBT,PPBPBT,5,15
PBPBTP,PBPBT,BPPBBB,5,21
BBBTPP,PBPBT,PPPBPP,5,12
BPBBBP,PBPBT,TPPPPP,5,12
PPBPBP,PBPBT,BPPBBB,5,45
PBPPBB,BPBPT,BTPBPP,5,58
TTTPPP,PBPBT,TBBBPP,5,13
PBBPPB,BPBPT,PPPPPP,5,50
PBTBPB,BPBPT,TBPTPP,5,44
BBPBBB,BPBPT,PPPBBP,5,54
PPBPBB,TBTBT,TBBTPP,5,36
PBBPTB,PBPBT,PBPBPB,5,37
BBPPBB,BPBPT,PBPBPT,5,47
BPBPTP,BPBPT,BBTBPP,5,53
PBPTBB,PBPBT,PPBTPP,5,55
BPBPBB,PBPBT,BPPPTP,5,40
BBPBPB,PBPBT,BPPPTB,5,40
BBPPBP,BPBPT,BPBPBP,5,40
PPBPPP,PBPBT,BBPBPT,5,16
PBPBTB,BPBPT,PBBPBP,5,22
